# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Client_Info,,,,,,,,,,
# 20201001-20210320,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Date,Metro,Region,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Thousand Oaks,20210224,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Thousand Oaks,20210225,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Thousand Oaks,20210227,Los Angeles CA,California,1,1,2,0.00%,6.5,00:01:03,0
Thousand Oaks,20210303,Los Angeles CA,California,1,1,3,66.67%,1.67,00:01:46,0
Thousand Oaks,20210304,Los Angeles CA,California,1,0,2,100.00%,1,00:00:00,0
Torrance,20210120,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Torrance,20210216,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Torrance,20210217,Los Angeles CA,California,1,1,2,0.00%,4,00:04:27,0
Torrance,20210223,Los Angeles CA,California,1,1,1,0.00%,6,00:07:23,1
Torrance,20210225,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Torrance,20210227,Los Angeles CA,California,1,1,1,0.00%,1,00:01:06,0
Torrance,20210228,Los Angeles CA,California,1,0,1,100.00%,1,00:00:00,0
Truckee,20210101,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Truckee,20210103,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Truckee,20210202,Sacramento-Stockton-Modesto CA,California,1,1,2,50.00%,3,00:00:27,0
Tustin,20210217,Los Angeles CA,California,1,1,1,0.00%,2,00:00:07,0
Union City,20210206,San Francisco-Oakland-San Jose CA,California,1,1,1,100.00%,1,00:00:00,0
Upland,20210223,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Vacaville,20201224,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Vacaville,20201225,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Vacaville,20210129,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Vacaville,20210218,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Valley Center,20210130,San Diego CA,California,1,1,1,100.00%,1,00:00:00,0
Ventura,20210207,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Ventura,20210306,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Victorville,20210227,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Vista,20210102,San Diego CA,California,1,1,1,0.00%,2,00:00:20,0
Vista,20210113,San Diego CA,California,1,1,1,0.00%,2,00:00:07,0
Vista,20210128,San Diego CA,California,1,1,1,0.00%,3,00:00:48,0
Walnut Creek,20210101,San Francisco-Oakland-San Jose CA,California,1,1,1,100.00%,1,00:00:00,0
Walnut Creek,20210102,San Francisco-Oakland-San Jose CA,California,1,1,3,100.00%,1,00:00:00,0
Walnut Creek,20210125,San Francisco-Oakland-San Jose CA,California,1,1,1,100.00%,1,00:00:00,0
Walnut Creek,20210203,San Francisco-Oakland-San Jose CA,California,1,1,1,100.00%,1,00:00:00,0
Walnut Creek,20210222,San Francisco-Oakland-San Jose CA,California,1,1,1,100.00%,1,00:00:00,0
Walnut Creek,20210310,San Francisco-Oakland-San Jose CA,California,1,1,1,0.00%,7,00:09:24,1
Watsonville,20210105,Monterey-Salinas CA,California,1,1,1,0.00%,5,00:02:54,0
West Covina,20210106,Los Angeles CA,California,1,1,1,0.00%,18,00:15:50,0
West Covina,20210221,Los Angeles CA,California,1,0,1,0.00%,13,00:21:40,1
West Hollywood,20210109,Los Angeles CA,California,1,1,1,0.00%,4,00:01:26,0
West Hollywood,20210110,Los Angeles CA,California,1,1,2,50.00%,2.5,00:00:19,0
West Hollywood,20210218,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
West Hollywood,20210220,Los Angeles CA,California,1,1,1,0.00%,6,00:01:46,0
West Hollywood,20210302,Los Angeles CA,California,1,1,1,0.00%,6,00:01:42,0
West Sacramento,20210304,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Whittier,20210224,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Yuba City,20210209,Sacramento-Stockton-Modesto CA,California,1,1,1,0.00%,3,00:00:51,0
Alamosa,20210320,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Arvada,20210114,Denver CO,Colorado,1,1,1,0.00%,21,00:02:12,0
Aurora,20201217,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Aurora,20201227,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Aurora,20210107,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Aurora,20210117,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Aurora,20210118,Denver CO,Colorado,1,0,2,100.00%,1,00:00:00,0
Aurora,20210120,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Aurora,20210125,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Aurora,20210126,Denver CO,Colorado,1,0,3,100.00%,1,00:00:00,0
Aurora,20210215,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Aurora,20210303,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Avon,20210227,Denver CO,Colorado,1,1,1,0.00%,5,00:02:57,0
Boulder,20210210,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Brighton,20210106,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Broomfield,20201229,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Broomfield,20210312,Denver CO,Colorado,1,1,1,0.00%,15,00:11:56,0
Castle Rock,20210206,Denver CO,Colorado,1,1,1,0.00%,6,00:00:50,0
Colorado Springs,20210127,Colorado Springs-Pueblo CO,Colorado,1,1,1,0.00%,3,00:00:40,0
Denver,20201217,Denver CO,Colorado,1,1,1,0.00%,2,00:00:37,0
Denver,20201226,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20201228,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20201229,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20201231,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210103,Denver CO,Colorado,1,1,1,0.00%,6,00:07:00,0
Denver,20210105,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210108,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Denver,20210112,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Denver,20210113,Denver CO,Colorado,1,1,1,0.00%,3,00:02:04,0
Denver,20210117,Denver CO,Colorado,1,1,1,0.00%,2,00:14:19,0
Denver,20210119,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210125,Denver CO,Colorado,1,1,1,0.00%,3,00:00:27,0
Denver,20210126,Denver CO,Colorado,1,1,1,0.00%,6,00:05:47,0
Denver,20210127,Denver CO,Colorado,1,1,1,0.00%,2,00:00:03,0
Denver,20210206,Denver CO,Colorado,1,1,1,0.00%,6,00:01:35,0
Denver,20210213,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Denver,20210220,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210226,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210303,Denver CO,Colorado,1,1,1,0.00%,8,00:03:23,0
Denver,20210305,Denver CO,Colorado,1,1,1,0.00%,3,00:00:25,0
Denver,20210307,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210308,Denver CO,Colorado,1,1,1,0.00%,4,00:00:36,0
Denver,20210309,Denver CO,Colorado,1,1,1,0.00%,3,00:02:44,0
Denver,20210314,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Denver,20210318,Denver CO,Colorado,1,1,1,0.00%,2,00:00:06,0
Denver,20210319,Denver CO,Colorado,1,1,1,0.00%,3,00:00:38,0
Durango,20210315,Albuquerque-Santa Fe NM,Colorado,1,1,3,0.00%,8.67,00:01:54,0
Edwards,20210213,Denver CO,Colorado,1,1,1,0.00%,3,00:00:39,0
Fort Collins,20210121,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Fort Collins,20210318,Denver CO,Colorado,1,1,1,0.00%,3,00:01:06,0
Fort Morgan,20210215,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Hayden,20210124,Denver CO,Colorado,1,1,1,0.00%,7,00:00:44,0
Longmont,20210306,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Parker,20210204,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Parker,20210206,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Steamboat Springs,20210201,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Vail,20210207,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Westminster,20201229,Denver CO,Colorado,1,1,1,0.00%,9,00:02:44,0
Greenwich,20210209,"New York, NY",Connecticut,1,1,4,0.00%,3.5,00:03:07,0
Hartford,20210211,Hartford & New Haven CT,Connecticut,1,1,2,0.00%,5.5,00:03:33,1
Middletown,20210214,Hartford & New Haven CT,Connecticut,1,1,2,50.00%,3.5,00:03:57,0
Naugatuck,20210102,Hartford & New Haven CT,Connecticut,1,1,3,100.00%,1,00:00:00,0
New Haven,20210317,Hartford & New Haven CT,Connecticut,1,1,1,0.00%,3,00:00:58,0
Newington,20210305,Hartford & New Haven CT,Connecticut,1,1,1,100.00%,1,00:00:00,0
Norwalk,20210212,"New York, NY",Connecticut,1,1,1,0.00%,3,00:01:32,0
Old Lyme,20210222,Hartford & New Haven CT,Connecticut,1,1,1,0.00%,7,00:01:15,0
Plainville,20210204,Hartford & New Haven CT,Connecticut,1,1,1,100.00%,1,00:00:00,0
Southington,20210311,Hartford & New Haven CT,Connecticut,1,1,1,0.00%,7,00:06:41,0
Stamford,20210209,"New York, NY",Connecticut,1,1,2,0.00%,4.5,00:09:36,1
Stamford,20210308,"New York, NY",Connecticut,1,1,1,0.00%,3,00:19:31,0
Tolland,20201229,Hartford & New Haven CT,Connecticut,1,0,1,100.00%,1,00:00:00,0
Tolland,20201230,Hartford & New Haven CT,Connecticut,1,0,2,100.00%,1,00:00:00,0
West Hartford,20210212,Hartford & New Haven CT,Connecticut,1,1,1,0.00%,3,00:00:57,0
West Hartford,20210303,Hartford & New Haven CT,Connecticut,1,1,1,100.00%,1,00:00:00,0
West Hartford,20210306,Hartford & New Haven CT,Connecticut,1,1,1,100.00%,1,00:00:00,0
Westport,20210223,"New York, NY",Connecticut,1,1,2,100.00%,1,00:00:00,0
Woodstock,20210301,Hartford & New Haven CT,Connecticut,1,1,1,100.00%,1,00:00:00,0
Washington,20210106,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210108,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210109,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210115,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210202,Washington DC (Hagerstown MD),District of Columbia,1,1,1,0.00%,12,00:07:33,0
Washington,20210203,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210204,Washington DC (Hagerstown MD),District of Columbia,1,1,1,0.00%,7,00:23:26,0
Washington,20210214,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210216,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210219,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210220,Washington DC (Hagerstown MD),District of Columbia,1,1,1,0.00%,5,00:00:54,0
Washington,20210221,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210222,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210223,Washington DC (Hagerstown MD),District of Columbia,1,1,2,100.00%,1,00:00:00,0
Washington,20210228,Washington DC (Hagerstown MD),District of Columbia,1,1,1,0.00%,3,00:00:51,0
Washington,20210309,Washington DC (Hagerstown MD),District of Columbia,1,1,1,0.00%,6,00:02:50,0
Washington,20210315,Washington DC (Hagerstown MD),District of Columbia,1,1,1,0.00%,3,00:01:02,0
Washington,20210316,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Washington,20210318,Washington DC (Hagerstown MD),District of Columbia,1,1,1,100.00%,1,00:00:00,0
Bear,20210209,Philadelphia PA,Delaware,1,1,1,100.00%,1,00:00:00,0
Middletown,20210119,Philadelphia PA,Delaware,1,1,1,100.00%,1,00:00:00,0
Rehoboth Beach,20210124,Salisbury MD,Delaware,1,1,1,0.00%,9,00:01:58,0
Rehoboth Beach,20210126,Salisbury MD,Delaware,1,1,1,0.00%,4,00:00:47,0
Wilmington,20210216,Philadelphia PA,Delaware,1,1,1,0.00%,3,00:00:43,0
Wilmington,20210311,Philadelphia PA,Delaware,1,1,1,100.00%,1,00:00:00,0
Belleview,20210308,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,2,0.00%,5,00:01:07,0
Boca Raton,20210124,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Boca Raton,20210201,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,27,00:15:22,3
Boca Raton,20210210,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,6,00:08:02,0
Boca Raton,20210214,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,50.00%,2,00:00:42,0
Boca Raton,20210217,West Palm Beach-Ft. Pierce FL,Florida,1,1,3,33.33%,6.33,00:14:07,1
Boca Raton,20210301,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,0.00%,7,00:05:12,0
Boca Raton,20210306,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Boca Raton,20210307,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,0.00%,6.5,00:06:40,0
Boca Raton,20210308,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Boca Raton,20210309,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Boca Raton,20210311,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,4,00:02:44,0
Boca Raton,20210315,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Bonita Springs,20210129,Ft. Myers-Naples FL,Florida,1,1,1,0.00%,2,00:02:26,0
Bonita Springs,20210217,Ft. Myers-Naples FL,Florida,1,1,1,0.00%,6,00:02:27,0
Bradenton,20210214,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,14,00:13:18,0
Bradenton,20210224,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,6,00:01:58,0
Cape Coral,20201228,Ft. Myers-Naples FL,Florida,1,1,1,100.00%,1,00:00:00,0
Cape Coral,20210312,Ft. Myers-Naples FL,Florida,1,1,1,100.00%,1,00:00:00,0
Casselberry,20210206,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Clermont,20210113,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,3,00:00:09,0
Clermont,20210115,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,3,00:00:09,0
Clermont,20210121,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,2,00:00:05,0
Clermont,20210124,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,3,00:00:09,0
Clermont,20210129,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,3,00:00:09,0
Crawfordville,20201227,Tallahassee FL-Thomasville GA,Florida,1,1,1,100.00%,1,00:00:00,0
Crawfordville,20210109,Tallahassee FL-Thomasville GA,Florida,1,0,1,100.00%,1,00:00:00,0
Daytona Beach,20210125,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,2,50.00%,3,00:00:40,0
Deerfield Beach,20210129,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Deerfield Beach,20210225,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,4,00:01:32,0
Delray Beach,20210127,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Delray Beach,20210131,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,8,00:02:47,0
Delray Beach,20210202,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,5,00:01:58,0
Delray Beach,20210208,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,2,00:00:38,0
Delray Beach,20210214,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,2,00:00:03,0
Delray Beach,20210302,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,4,00:00:43,0
Delray Beach,20210306,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,2,00:00:04,0
Destin,20210129,Mobile AL-Pensacola (Ft. Walton Beach) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Dunedin,20210113,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Dunedin,20210130,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,2,00:00:02,0
Fernandina Beach,20210125,Jacksonville FL,Florida,1,1,1,100.00%,1,00:00:00,0
Fort Lauderdale,20210205,Miami-Ft. Lauderdale FL,Florida,1,1,2,100.00%,1,00:00:00,0
Fort Lauderdale,20210218,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,4,00:01:07,0
Fort Lauderdale,20210220,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:00:12,0
Fort Lauderdale,20210224,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Fort Lauderdale,20210303,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,5,00:04:41,0
Fort Lauderdale,20210304,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Fort Lauderdale,20210308,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,4,00:01:03,0
Fort Lauderdale,20210310,Miami-Ft. Lauderdale FL,Florida,1,1,4,25.00%,11.75,00:11:21,0
Fort Lauderdale,20210320,Miami-Ft. Lauderdale FL,Florida,1,0,2,50.00%,2,00:12:15,0
Fort Myers,20210220,Ft. Myers-Naples FL,Florida,1,1,1,0.00%,4,00:01:47,0
Gainesville,20210120,Gainesville FL,Florida,1,1,1,100.00%,1,00:00:00,0
Gainesville,20210211,Gainesville FL,Florida,1,1,1,0.00%,2,00:00:11,0
Gainesville,20210307,Gainesville FL,Florida,1,1,1,0.00%,7,00:17:26,1
Gainesville,20210314,Gainesville FL,Florida,1,1,1,100.00%,1,00:00:00,0
Gainesville,20210319,Gainesville FL,Florida,1,0,1,0.00%,2,00:15:59,0
Hialeah,20210123,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,7,00:01:53,0
Hialeah,20210301,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,8,00:04:42,0
Hialeah,20210318,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
High Springs,20210319,Gainesville FL,Florida,1,1,1,0.00%,2,00:00:07,0
Hobe Sound,20210201,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Hobe Sound,20210214,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,4,00:01:48,0
Hobe Sound,20210307,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Hobe Sound,20210308,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,5,00:02:35,0
Hollywood,20201228,Miami-Ft. Lauderdale FL,Florida,1,0,1,0.00%,4,00:00:48,0
Hollywood,20210220,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Hollywood,20210317,Miami-Ft. Lauderdale FL,Florida,1,1,2,50.00%,2.5,00:01:11,0
Homosassa Springs,20201225,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Indialantic,20210207,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,7,00:02:47,0
Indialantic,20210319,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Jacksonville,20201230,Jacksonville FL,Florida,1,1,1,100.00%,1,00:00:00,0
Jacksonville,20210126,Jacksonville FL,Florida,1,1,1,0.00%,15,00:11:35,0
Jacksonville,20210203,Jacksonville FL,Florida,1,1,1,0.00%,4,00:17:17,0
Jacksonville,20210205,Jacksonville FL,Florida,1,0,1,0.00%,10,00:16:17,0
Jacksonville,20210206,Jacksonville FL,Florida,1,0,2,100.00%,1,00:00:00,0
Jacksonville,20210215,Jacksonville FL,Florida,1,1,1,0.00%,3,00:01:03,0
Jacksonville,20210217,Jacksonville FL,Florida,1,1,2,0.00%,4,00:01:15,0
Jacksonville,20210218,Jacksonville FL,Florida,1,1,2,50.00%,7,00:01:59,0
Jacksonville,20210221,Jacksonville FL,Florida,1,1,1,0.00%,9,00:23:19,0
Jacksonville,20210305,Jacksonville FL,Florida,1,1,1,0.00%,3,00:00:33,0
Jacksonville,20210318,Jacksonville FL,Florida,1,1,1,100.00%,1,00:00:00,0
Jacksonville Beach,20210225,Jacksonville FL,Florida,1,1,1,0.00%,5,00:01:26,0
Jupiter,20210108,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Jupiter,20210113,West Palm Beach-Ft. Pierce FL,Florida,1,0,1,100.00%,1,00:00:00,0
Jupiter,20210127,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,4,00:00:53,0
Jupiter,20210201,West Palm Beach-Ft. Pierce FL,Florida,1,0,2,100.00%,1,00:00:00,0
Jupiter,20210216,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,5,00:01:58,0
Jupiter,20210224,West Palm Beach-Ft. Pierce FL,Florida,1,1,3,33.33%,2.67,00:00:21,0
Key Biscayne,20210221,Miami-Ft. Lauderdale FL,Florida,1,0,1,100.00%,1,00:00:00,0
Key Biscayne,20210306,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,7,00:04:17,0
Key Biscayne,20210311,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,5,00:01:17,0
Key Biscayne,20210316,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Kissimmee,20210125,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,2,00:00:07,0
Lakeland,20210308,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,7,00:09:14,0
Land O' Lakes,20210214,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,5,00:01:49,0
Land O' Lakes,20210215,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,2,00:01:32,0
Land O' Lakes,20210227,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Largo,20210131,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,2,00:01:11,0
Largo,20210216,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Largo,20210306,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Largo,20210315,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Longboat Key,20210225,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Melbourne,20210120,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,2,00:00:12,0
Melbourne,20210131,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Melbourne,20210227,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Melbourne,20210307,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,19,00:08:44,0
Melbourne,20210317,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,0.00%,4,00:02:16,0
Miami,20210113,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,14,00:06:02,0
Miami,20210120,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,3,00:01:27,0
Miami,20210205,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,5,00:01:28,0
Miami,20210206,Miami-Ft. Lauderdale FL,Florida,1,0,1,100.00%,1,00:00:00,0
Miami,20210209,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Miami,20210210,Miami-Ft. Lauderdale FL,Florida,1,0,2,0.00%,4.5,00:01:24,0
Miami,20210212,Miami-Ft. Lauderdale FL,Florida,1,1,2,0.00%,6,00:02:46,0
Miami,20210215,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,7,00:04:15,0
Miami,20210216,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Miami,20210220,Miami-Ft. Lauderdale FL,Florida,1,1,2,50.00%,13,00:07:58,2
Miami,20210302,Miami-Ft. Lauderdale FL,Florida,1,0,1,100.00%,1,00:00:00,0
Miami,20210304,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Miami,20210305,Miami-Ft. Lauderdale FL,Florida,1,0,1,0.00%,3,00:01:26,0
Miami,20210306,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Miami,20210308,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:01:35,0
Miami,20210309,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:01:40,0
Miami,20210312,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:00:39,0
Miami,20210315,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Miami,20210318,Miami-Ft. Lauderdale FL,Florida,1,0,3,100.00%,1,00:00:00,0
Miami,20210319,Miami-Ft. Lauderdale FL,Florida,1,0,1,100.00%,1,00:00:00,0
Miami Beach,20210119,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,4,00:00:34,0
Miami Beach,20210123,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,10,00:03:09,0
Miami Beach,20210126,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,5,00:09:10,0
Miami Beach,20210203,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,4,00:00:54,0
Miami Beach,20210303,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,8,00:15:50,0
Miami Beach,20210313,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:00:20,0
Mount Dora,20210314,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Naples,20210204,Ft. Myers-Naples FL,Florida,1,1,2,100.00%,1,00:00:00,0
Navarre,20210121,Mobile AL-Pensacola (Ft. Walton Beach) FL,Florida,1,1,1,100.00%,1,00:00:00,0
