# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Client_Info,,,,,,,,,,
# 20201001-20210320,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Date,Metro,Region,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Tartu,20210302,(not set),Tartu County,1,1,1,100.00%,1,00:00:00,0
Tartu,20210306,(not set),Tartu County,1,0,1,100.00%,1,00:00:00,0
Tartu,20210308,(not set),Tartu County,1,0,1,100.00%,1,00:00:00,0
Athens,20210201,(not set),Attica,1,1,1,100.00%,1,00:00:00,0
Thessaloniki,20210224,(not set),Decentralized Administration of Macedonia and Thrace,1,1,1,100.00%,1,00:00:00,0
Thessaloniki,20210307,(not set),Decentralized Administration of Macedonia and Thrace,1,0,1,100.00%,1,00:00:00,0
San Juan,20210303,(not set),San Juan,1,1,1,0.00%,3,00:00:58,0
Bratislava,20210101,(not set),Bratislava Region,1,1,1,0.00%,4,00:02:44,0
Bratislava,20210214,(not set),Bratislava Region,1,0,1,100.00%,1,00:00:00,0
Bratislava,20210215,(not set),Bratislava Region,1,0,1,100.00%,1,00:00:00,0
Bratislava,20210220,(not set),Bratislava Region,1,0,1,100.00%,1,00:00:00,0
Bratislava,20210302,(not set),Bratislava Region,1,1,1,100.00%,1,00:00:00,0
Bratislava,20210305,(not set),Bratislava Region,1,0,1,100.00%,1,00:00:00,0
Bratislava,20210307,(not set),Bratislava Region,1,0,1,100.00%,1,00:00:00,0
Mostar,20210201,(not set),Herzegovina-Neretva Canton,1,1,2,100.00%,1,00:00:00,0
Mostar,20210202,(not set),Herzegovina-Neretva Canton,1,0,1,100.00%,1,00:00:00,0
Sottrum,20210213,(not set),Lower Saxony,1,1,2,100.00%,1,00:00:00,0
Sottrum,20210214,(not set),Lower Saxony,1,0,1,100.00%,1,00:00:00,0
Sottrum,20210215,(not set),Lower Saxony,1,0,1,100.00%,1,00:00:00,0
Dorado,20210316,(not set),(not set),1,1,1,100.00%,1,00:00:00,0
Yerevan,20210221,(not set),(not set),1,1,1,100.00%,1,00:00:00,0
Turen,20210113,(not set),East Java,1,1,1,100.00%,1,00:00:00,0
Sidoarjo,20210223,(not set),East Java,1,1,1,100.00%,1,00:00:00,0
Nakhon Si Thammarat,20210112,(not set),Nakhon Si Thammarat,1,1,1,100.00%,1,00:00:00,0
El Obour City,20210102,(not set),Al Qalyubia Governorate,1,1,1,0.00%,2,00:00:04,0
Tijuana,20210223,(not set),Baja California,1,1,1,100.00%,1,00:00:00,0
Tijuana,20210311,(not set),Baja California,1,1,1,0.00%,3,00:00:29,0
San Pedro Garza Garcia,20210304,(not set),Nuevo Leon,1,1,1,0.00%,4,00:01:08,0
Puebla,20210308,(not set),Puebla,1,1,1,100.00%,1,00:00:00,0
Naucalpan de Juarez,20210112,(not set),State of Mexico,1,1,1,0.00%,4,00:01:08,0
Naucalpan de Juarez,20210228,(not set),State of Mexico,1,1,1,0.00%,21,00:11:09,0
Naucalpan de Juarez,20210320,(not set),State of Mexico,1,1,1,100.00%,1,00:00:00,0
Delhi,20201227,(not set),Delhi,1,1,1,100.00%,1,00:00:00,0
Delhi,20210210,(not set),Delhi,1,1,1,0.00%,9,00:00:46,0
Delhi,20210307,(not set),Delhi,1,1,1,0.00%,4,00:00:09,0
Delhi,20210317,(not set),Delhi,1,1,1,0.00%,2,00:00:13,0
Municipality of Kumanovo,20210204,(not set),(not set),1,1,1,100.00%,1,00:00:00,0
(not set),20201229,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20210126,(not set),Texas,1,1,2,100.00%,1,00:00:00,0
(not set),20210214,(not set),New Jersey,1,1,1,100.00%,1,00:00:00,0
(not set),20210215,(not set),New Jersey,1,0,1,0.00%,1,00:01:08,0
(not set),20210218,(not set),New Jersey,1,0,1,0.00%,1,00:02:29,0
(not set),20210222,(not set),New Jersey,1,0,1,100.00%,1,00:00:00,0
(not set),20201226,(not set),Georgia,1,1,1,100.00%,1,00:00:00,0
(not set),20210209,(not set),New York,1,1,1,0.00%,2,00:00:12,0
(not set),20210205,(not set),New Mexico,1,1,1,0.00%,4,00:01:36,0
(not set),20201230,(not set),Washington,1,1,1,100.00%,1,00:00:00,0
(not set),20210112,(not set),Abu Dhabi,1,1,1,100.00%,1,00:00:00,0
(not set),20210117,(not set),Abu Dhabi,1,0,1,100.00%,1,00:00:00,0
(not set),20201227,(not set),Washington,1,1,1,100.00%,1,00:00:00,0
(not set),20210101,(not set),Samegrelo-Zemo Svaneti,1,1,1,100.00%,1,00:00:00,0
(not set),20210102,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210112,(not set),"Decentralized Administration of Peloponnese, Western Greece and the Ionian",1,1,1,100.00%,1,00:00:00,0
(not set),20210216,(not set),South Carolina,1,1,2,100.00%,1,00:00:00,0
(not set),20210115,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210116,(not set),Utah,1,0,1,100.00%,1,00:00:00,0
(not set),20210213,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20201229,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210112,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20210209,(not set),South Carolina,1,1,1,100.00%,1,00:00:00,0
(not set),20210114,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20210304,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20210105,(not set),Punjab,1,1,1,0.00%,3,00:01:18,0
(not set),20210130,(not set),Wisconsin,1,1,1,100.00%,1,00:00:00,0
(not set),20210214,(not set),Wisconsin,1,1,1,0.00%,6,00:18:28,0
(not set),20210215,(not set),Wisconsin,1,1,1,0.00%,3,00:01:07,0
(not set),20210201,(not set),California,1,1,1,100.00%,1,00:00:00,0
(not set),20210209,(not set),Saxony-Anhalt,1,1,1,100.00%,1,00:00:00,0
(not set),20210202,(not set),Hidalgo,1,1,1,100.00%,1,00:00:00,0
(not set),20210318,(not set),Colorado,1,1,1,0.00%,2,00:00:20,0
(not set),20201227,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20201228,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210117,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210101,(not set),Louisiana,1,1,1,100.00%,1,00:00:00,0
(not set),20210218,(not set),Auvergne-Rhone-Alpes,1,1,1,100.00%,1,00:00:00,0
(not set),20210217,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20210205,(not set),Texas,1,1,1,100.00%,1,00:00:00,0
(not set),20210301,(not set),Minnesota,1,1,1,100.00%,1,00:00:00,0
(not set),20210221,(not set),New Jersey,1,1,1,0.00%,2,00:00:08,0
(not set),20210316,(not set),New Jersey,1,1,2,0.00%,2.5,00:02:35,0
(not set),20210302,(not set),Utah,1,1,1,0.00%,4,00:03:20,0
(not set),20210128,(not set),Louisiana,1,1,1,100.00%,1,00:00:00,0
(not set),20210222,(not set),Vologda Oblast,1,1,4,0.00%,3,00:01:20,0
(not set),20201228,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210119,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20201229,(not set),Utah,1,1,1,0.00%,2,00:00:12,0
(not set),20210101,(not set),Utah,1,1,2,100.00%,1,00:00:00,0
(not set),20210103,(not set),Utah,1,1,1,0.00%,2,00:00:21,0
(not set),20210130,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210212,(not set),Utah,1,1,2,0.00%,4.5,00:01:01,0
(not set),20210215,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210315,(not set),Utah,1,1,2,50.00%,1,00:00:04,0
(not set),20201222,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210216,(not set),Bavaria,1,1,2,50.00%,1.5,00:00:54,0
(not set),20201229,(not set),Mississippi,1,1,1,0.00%,3,00:00:17,0
(not set),20210107,(not set),Louisiana,1,1,1,100.00%,1,00:00:00,0
(not set),20201227,(not set),Utah,1,1,1,0.00%,7,00:02:24,0
(not set),20201229,(not set),Utah,1,1,2,100.00%,1,00:00:00,0
(not set),20210101,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210119,(not set),Utah,1,1,1,100.00%,1,00:00:00,0
(not set),20210207,(not set),Utah,1,0,1,100.00%,1,00:00:00,0
(not set),20210123,(not set),California,1,1,6,100.00%,1,00:00:00,0
(not set),20210109,(not set),St. Thomas,1,1,1,100.00%,1,00:00:00,0
(not set),20210113,(not set),California,1,1,1,0.00%,11,00:07:13,1
(not set),20210211,(not set),Alabama,1,1,1,0.00%,8,00:09:56,1
Muzaffarnagar,20210108,(not set),Uttar Pradesh,1,1,1,100.00%,1,00:00:00,0
New Mahe,20210124,(not set),Kerala,1,1,1,100.00%,1,00:00:00,0
New Mahe,20210125,(not set),Kerala,1,0,2,100.00%,1,00:00:00,0
Jagtial,20210225,(not set),Telangana,1,1,1,100.00%,1,00:00:00,0
