# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,
# All Web Site Data,,,,,,,,,,,,,,,,,,,,,,,,,
# Flat File Report,,,,,,,,,,,,,,,,,,,,,,,,,
# 20200901-20210328,,,,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour of Day,Avg. Order Value,Avg. Price,Avg. QTY,Buy-to-Detail Rate,Cart-to-Detail Rate,Ecommerce Conversion Rate,Per Session Value,Product Adds To Cart,Product Checkouts,Product Detail Views,Product List Clicks,Product List CTR,Product List Views,Product Refunds,Product Removes From Cart,Quantity,Quantity Added To Cart,Quantity Checked Out,Quantity Refunded,Quantity Removed From Cart,Revenue,Transactions,Transactions per User,Unique Purchases
20210318,2021031810,$190.84,$173.50,1,0.00%,0.00%,40.00%,$76.34,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$381.69,2,0.5,2
20210226,2021022612,$190.76,$181.00,1,0.00%,0.00%,16.67%,$31.79,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$190.76,1,0.2,1
20210315,2021031519,$190.76,$181.00,1,0.00%,0.00%,25.00%,$47.69,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$190.76,1,0.33,1
20210210,2021021011,$190.72,$99.67,1.5,0.00%,0.00%,22.22%,$42.38,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$381.45,2,0.18,2
20210211,2021021121,$187.94,$178.00,1,0.00%,0.00%,25.00%,$46.98,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$187.94,1,0.25,1
20210221,2021022114,$187.80,$177.00,1,0.00%,0.00%,50.00%,$93.90,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$187.80,1,0.5,1
20210105,2021010513,$187.80,$99.75,2,0.00%,0.00%,21.43%,$40.24,0,0,0,0,0.00%,0,0,0,6,0,0,0,0,$563.39,3,0.21,3
20210225,2021022511,$187.52,$149.50,1,0.00%,0.00%,28.57%,$53.58,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$375.03,2,0.25,2
20210225,2021022509,$187.14,$162.00,1,0.00%,0.00%,33.33%,$62.38,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$374.27,2,0.29,2
20210205,2021020520,$186.74,$88.00,2,0.00%,0.00%,14.29%,$26.68,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$186.74,1,0.17,1
20210301,2021030108,$184.95,$88.00,1.67,0.00%,0.00%,33.33%,$61.65,0,0,0,0,0.00%,0,0,0,5,0,0,0,0,$554.86,3,0.3,3
20210321,2021032106,$183.81,$163.33,1,0.00%,0.00%,50.00%,$91.90,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$551.43,3,0.6,3
20210318,2021031812,$183.44,$158.00,1,0.00%,0.00%,25.00%,$45.86,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$183.44,1,0.33,1
20210324,2021032407,$183.44,$158.00,1,0.00%,0.00%,0.00%,$0.00,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$183.44,1,1,1
20210215,2021021508,$183.34,$122.00,1.5,0.00%,0.00%,15.38%,$28.21,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$366.67,2,0.17,2
20210327,2021032719,$182.04,$149.50,1,0.00%,0.00%,66.67%,$121.36,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$364.07,2,0.67,2
20210208,2021020805,$181.44,$49.00,3,0.00%,0.00%,66.67%,$120.96,0,0,0,0,0.00%,0,0,0,6,0,0,0,0,$362.87,2,0.67,2
20210315,2021031507,$179.37,$157.67,1,0.00%,0.00%,100.00%,$179.37,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$538.10,3,1,3
20210125,2021012519,$178.89,$140.50,1,0.00%,0.00%,25.00%,$44.72,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$357.78,2,0.33,2
20210120,2021012007,$176.13,$166.00,1,0.00%,0.00%,14.29%,$25.16,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$352.26,2,0.15,2
20210316,2021031615,$176.13,$150.00,1,0.00%,0.00%,50.00%,$88.06,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,$704.51,4,0.57,4
20210305,2021030508,$175.72,$148.67,1,0.00%,0.00%,42.86%,$75.31,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$527.16,3,0.5,3
20210318,2021031813,$175.03,$166.00,1,0.00%,0.00%,50.00%,$87.52,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$175.03,1,0.5,1
20210213,2021021310,$172.94,$163.00,1,0.00%,0.00%,16.67%,$28.82,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$345.88,2,0.18,2
20210307,2021030711,$171.42,$142.00,1,0.00%,0.00%,33.33%,$57.14,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$342.83,2,0.33,2
20210215,2021021510,$171.36,$161.50,1,0.00%,0.00%,22.22%,$38.08,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$342.71,2,0.25,2
20210206,2021020609,$168.70,$159.00,1,0.00%,0.00%,12.50%,$21.09,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$168.70,1,0.12,1
20210204,2021020414,$167.97,$159.00,1,0.00%,0.00%,14.29%,$24.00,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$167.97,1,0.12,1
20210210,2021021013,$167.64,$158.00,1,0.00%,0.00%,30.00%,$50.29,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$502.91,3,0.27,3
20210223,2021022318,$166.80,$133.00,1,0.00%,0.00%,25.00%,$41.70,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$166.80,1,0.25,1
20210305,2021030510,$164.30,$156.00,1,0.00%,0.00%,12.50%,$20.54,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$164.30,1,0.11,1
20210226,2021022614,$164.21,$136.00,1,0.00%,0.00%,33.33%,$54.74,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$164.21,1,0.33,1
20210216,2021021620,$164.20,$130.50,1,0.00%,0.00%,100.00%,$164.20,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$328.39,2,1,2
20210210,2021021019,$163.30,$86.33,1.5,0.00%,0.00%,13.33%,$21.77,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$326.60,2,0.17,2
20210113,2021011318,$162.97,$128.00,1,0.00%,0.00%,0.00%,$0.00,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$162.97,1,0.5,1
20210314,2021031410,$160.80,$128.00,1,0.00%,0.00%,25.00%,$40.20,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$160.80,1,0.25,1
20210310,2021031006,$159.61,$138.00,1,0.00%,0.00%,25.00%,$39.90,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$159.61,1,0.33,1
20210227,2021022707,$158.92,$102.00,1.5,0.00%,0.00%,21.43%,$34.06,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$476.77,3,0.3,2
20210227,2021022712,$158.42,$150.00,1,0.00%,0.00%,16.67%,$26.40,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$158.42,1,0.12,1
20210215,2021021512,$158.01,$99.67,1.5,0.00%,0.00%,15.38%,$24.31,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$316.02,2,0.15,2
20210209,2021020917,$157.43,$130.00,1,0.00%,0.00%,16.67%,$26.24,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$157.43,1,0.17,1
20210325,2021032514,$157.03,$148.00,1,0.00%,0.00%,33.33%,$52.34,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$157.03,1,0.25,1
20210217,2021021708,$156.87,$149.00,1,0.00%,0.00%,10.00%,$15.69,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$156.87,1,0.08,1
20210319,2021031923,$156.87,$149.00,1,0.00%,0.00%,100.00%,$156.87,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$156.87,1,1,1
20210221,2021022109,$154.91,$146.00,1,0.00%,0.00%,14.29%,$22.13,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$154.91,1,0.17,1
20210224,2021022412,$154.40,$128.00,1,0.00%,0.00%,14.29%,$22.06,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$154.40,1,0.12,1
20210224,2021022415,$154.30,$146.00,1,0.00%,0.00%,20.00%,$30.86,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$154.30,1,0.2,1
20210309,2021030911,$153.84,$145.00,1,0.00%,0.00%,40.00%,$61.54,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$307.69,2,0.33,2
20210211,2021021105,$152.35,$144.67,1,0.00%,0.00%,42.86%,$65.29,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$457.06,3,0.43,3
20210106,2021010621,$151.19,$142.50,1,0.00%,0.00%,16.67%,$25.20,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$151.19,1,0.17,1
20210213,2021021309,$150.16,$125.00,1,0.00%,0.00%,7.69%,$11.55,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$150.16,1,0.08,1
20210322,2021032213,$144.48,$136.67,1,0.00%,0.00%,150.00%,$216.72,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$433.43,3,1,3
20201231,2020123107,$143.98,$118.00,1,0.00%,0.00%,50.00%,$71.99,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$143.98,1,0.5,1
20210115,2021011518,$143.98,$118.00,1,0.00%,0.00%,14.29%,$20.57,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$143.98,1,0.17,1
20210216,2021021615,$143.81,$136.00,1,0.00%,0.00%,14.29%,$20.54,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$143.81,1,0.14,1
20210208,2021020810,$141.11,$133.00,1,0.00%,0.00%,11.11%,$15.68,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$141.11,1,0.12,1
20210130,2021013018,$140.20,$133.00,1,0.00%,0.00%,50.00%,$70.10,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$140.20,1,0.5,1
20210209,2021020920,$138.05,$76.00,1.5,0.00%,0.00%,33.33%,$46.02,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$276.10,2,0.29,2
20210211,2021021115,$137.31,$101.15,1.18,0.00%,0.00%,220.00%,$302.09,0,0,0,0,0.00%,0,0,0,13,0,0,0,0,"$1,510.45",11,1.83,11
20210207,2021020713,$136.87,$129.00,1,0.00%,0.00%,22.22%,$30.42,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$273.74,2,0.22,2
20210207,2021020718,$136.87,$129.00,1,0.00%,0.00%,66.67%,$91.25,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,$547.48,4,0.8,4
20210217,2021021710,$136.87,$129.00,1,0.00%,0.00%,10.00%,$13.69,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$136.87,1,0.12,1
20210228,2021022801,$136.87,$129.00,1,0.00%,0.00%,0.00%,$0.00,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$136.87,1,1,1
20210214,2021021411,$136.84,$57.00,2,0.00%,0.00%,11.11%,$15.20,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$136.84,1,0.1,1
20210207,2021020716,$136.82,$72.33,1.5,0.00%,0.00%,40.00%,$54.73,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$273.64,2,0.29,2
20210223,2021022319,$136.38,$129.00,1,0.00%,0.00%,50.00%,$68.19,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$409.15,3,0.6,3
20210124,2021012411,$136.05,$74.33,1.5,0.00%,0.00%,28.57%,$38.87,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$272.10,2,0.25,2
20210112,2021011211,$135.81,$128.00,1,0.00%,0.00%,16.67%,$22.64,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$135.81,1,0.17,1
20210302,2021030218,$132.41,$105.00,1,0.00%,0.00%,14.29%,$18.92,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$132.41,1,0.17,1
20210301,2021030118,$132.28,$118.00,1,0.00%,0.00%,37.50%,$49.60,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$396.83,3,0.5,3
20210125,2021012517,$131.56,$124.00,1,0.00%,0.00%,20.00%,$26.31,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$263.13,2,0.17,2
20210128,2021012821,$130.79,$54.00,2,0.00%,0.00%,40.00%,$52.32,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,$261.58,2,0.4,2
20210210,2021021014,$130.59,$47.00,2,0.00%,0.00%,16.67%,$21.76,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$130.59,1,0.14,1
20210202,2021020212,$127.16,$164.00,1,0.00%,0.00%,10.00%,$12.72,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$127.16,1,0.09,1
20210113,2021011313,$125.20,$118.00,1,0.00%,0.00%,33.33%,$41.73,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$125.20,1,0.2,1
20210114,2021011410,$125.20,$118.00,1,0.00%,0.00%,10.00%,$12.52,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$125.20,1,0.1,1
20210128,2021012812,$125.20,$118.00,1,0.00%,0.00%,14.29%,$17.89,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$250.40,2,0.29,2
20210201,2021020119,$125.20,$118.00,1,0.00%,0.00%,33.33%,$41.73,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$125.20,1,0.33,1
20210227,2021022709,$125.20,$118.00,1,0.00%,0.00%,6.25%,$7.82,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$125.20,1,0.07,1
20210325,2021032517,$125.20,$118.00,1,0.00%,0.00%,20.00%,$25.04,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$125.20,1,0.2,1
20210213,2021021306,$122.25,$99.00,1,0.00%,0.00%,16.67%,$20.38,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$122.25,1,0.14,1
20210201,2021020117,$121.10,$115.00,1,0.00%,0.00%,16.67%,$20.18,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$121.10,1,0.25,1
20210205,2021020522,$121.10,$115.00,1,0.00%,0.00%,50.00%,$60.55,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$121.10,1,0.5,1
20210212,2021021215,$119.28,$99.00,1,0.00%,0.00%,25.00%,$29.82,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$119.28,1,0.25,1
20210222,2021022223,$118.92,$113.00,1,0.00%,0.00%,50.00%,$59.46,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$118.92,1,0.5,1
20210316,2021031612,$118.14,$103.00,1,0.00%,0.00%,25.00%,$29.53,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$236.27,2,0.33,2
20210210,2021021010,$117.47,$97.00,1,0.00%,0.00%,10.00%,$11.75,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$117.47,1,0.12,1
20210228,2021022813,$117.47,$97.00,1,0.00%,0.00%,16.67%,$19.58,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$117.47,1,0.14,1
20210205,2021020513,$116.78,$110.50,1,0.00%,0.00%,22.22%,$25.95,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$233.57,2,0.2,2
20210127,2021012717,$115.86,$91.00,1,0.00%,0.00%,16.67%,$19.31,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$115.86,1,0.2,1
20210211,2021021110,$114.83,$68.67,1.5,0.00%,0.00%,14.29%,$16.40,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$229.66,2,0.14,2
20210207,2021020712,$114.59,$72.00,1.5,0.00%,0.00%,18.18%,$20.83,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$229.18,2,0.22,2
20210117,2021011707,$113.53,$107.00,1,0.00%,0.00%,28.57%,$32.44,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$227.06,2,0.22,2
20210201,2021020111,$112.74,$106.60,1,0.00%,0.00%,35.71%,$40.26,0,0,0,0,0.00%,0,0,0,5,0,0,0,0,$563.69,5,0.38,5
20210214,2021021410,$112.17,$106.33,1,0.00%,0.00%,23.08%,$25.89,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$336.51,3,0.23,3
20210216,2021021608,$111.98,$106.00,1,0.00%,0.00%,20.00%,$22.40,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$111.98,1,0.14,1
20210220,2021022007,$111.41,$105.00,1,0.00%,0.00%,7.14%,$7.96,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$111.41,1,0.08,1
20210106,2021010605,$110.35,$104.00,1,0.00%,0.00%,20.00%,$22.07,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$110.35,1,0.25,1
20210121,2021012112,$110.34,$104.00,1,0.00%,0.00%,66.67%,$73.56,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$220.69,2,0.67,2
20210105,2021010519,$109.82,$103.50,1,0.00%,0.00%,8.33%,$9.15,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$109.82,1,0.1,1
20210301,2021030111,$109.21,$88.00,1,0.00%,0.00%,33.33%,$36.40,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$109.21,1,0.2,1
20210301,2021030113,$109.21,$88.00,1,0.00%,0.00%,16.67%,$18.20,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$109.21,1,0.14,1
20210304,2021030415,$108.45,$86.00,1,0.00%,0.00%,16.67%,$18.08,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$108.45,1,0.2,1
20210220,2021022016,$106.10,$100.00,1,0.00%,0.00%,33.33%,$35.37,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$106.10,1,0.33,1
20210211,2021021119,$105.06,$61.00,1.5,0.00%,0.00%,20.00%,$21.01,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$210.11,2,0.22,2
20210120,2021012014,$105.04,$99.00,1,0.00%,0.00%,12.50%,$13.13,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$105.04,1,0.11,1
20210202,2021020219,$104.43,$99.00,1,0.00%,0.00%,20.00%,$20.89,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$208.86,2,0.22,2
20210308,2021030813,$102.17,$88.00,1,0.00%,0.00%,14.29%,$14.60,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$102.17,1,0.14,1
20210105,2021010522,$101.86,$96.00,1,0.00%,0.00%,33.33%,$33.95,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$101.86,1,0.33,1
20210106,2021010608,$101.86,$96.00,1,0.00%,0.00%,25.00%,$25.46,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$101.86,1,0.33,1
20210220,2021022005,$99.74,$94.00,1,0.00%,0.00%,50.00%,$49.87,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$199.47,2,0.67,2
20210206,2021020607,$98.76,$47.00,2,0.00%,0.00%,20.00%,$19.75,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$98.76,1,0.14,1
20210210,2021021008,$98.76,$47.00,2,0.00%,0.00%,7.14%,$7.05,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$98.76,1,0.08,1
20210128,2021012809,$96.55,$91.00,1,0.00%,0.00%,20.00%,$19.31,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$96.55,1,0.2,1
20210130,2021013021,$94.43,$89.00,1,0.00%,0.00%,14.29%,$13.49,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$94.43,1,0.2,1
20210128,2021012813,$93.37,$88.00,1,0.00%,0.00%,10.00%,$9.34,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$93.37,1,0.12,1
20210203,2021020317,$93.37,$88.00,1,0.00%,0.00%,20.00%,$18.67,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$93.37,1,0.2,1
20210130,2021013012,$92.76,$77.00,1,0.00%,0.00%,11.11%,$10.31,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$92.76,1,0.11,1
20210107,2021010714,$91.25,$43.00,2,0.00%,0.00%,50.00%,$45.62,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,$182.50,2,0.5,2
20210107,2021010715,$84.19,$69.00,1,0.00%,0.00%,20.00%,$16.84,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$84.19,1,0.2,1
20210126,2021012617,$83.82,$79.00,1,0.00%,0.00%,20.00%,$16.76,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$83.82,1,0.2,1
20210207,2021020721,$82.95,$69.00,1,0.00%,0.00%,16.67%,$13.82,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$82.95,1,0.2,1
20210207,2021020709,$72.61,$59.00,1,0.00%,0.00%,22.22%,$16.14,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$145.22,2,0.18,2
20210208,2021020811,$71.45,$59.00,1,0.00%,0.00%,16.67%,$11.91,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$71.45,1,0.17,1
20210105,2021010521,$68.44,$64.50,1,0.00%,0.00%,20.00%,$13.69,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$68.44,1,0.25,1
20210212,2021021208,$67.90,$64.00,1,0.00%,0.00%,18.18%,$12.35,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$135.81,2,0.22,2
20210127,2021012709,$64.20,$40.33,1.5,0.00%,0.00%,16.67%,$10.70,0,0,0,0,0.00%,0,0,0,3,0,0,0,0,$128.39,2,0.15,2
20210205,2021020518,$62.60,$59.00,1,0.00%,0.00%,16.67%,$10.43,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$62.60,1,0.25,1
20210208,2021020818,$62.60,$59.00,1,0.00%,0.00%,25.00%,$15.65,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$62.60,1,0.2,1
20210203,2021020320,$60.99,$58.00,1,0.00%,0.00%,25.00%,$15.25,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$121.98,2,0.2,2
20210115,2021011511,$60.13,$42.50,1.33,0.00%,0.00%,60.00%,$36.08,0,0,0,0,0.00%,0,0,0,4,0,0,0,0,$180.38,3,0.6,3
20210203,2021020316,$58.78,$47.00,1,0.00%,0.00%,8.33%,$4.90,0,0,0,0,0.00%,0,0,0,1,0,0,0,0,$58.78,1,0.08,1
20210204,2021020418,$51.99,$49.00,1,0.00%,0.00%,66.67%,$34.66,0,0,0,0,0.00%,0,0,0,2,0,0,0,0,$103.98,2,1,2
