# ----------------------------------------,,,,,,,,
# All Web Site Data,,,,,,,,
# Client_Info,,,,,,,,
# 20200101-20210320,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
City,Date,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Laguna Niguel,20210204,2,2,4,0.00%,15,00:10:48,4
Laguna Niguel,20210208,2,2,3,0.00%,20.67,00:18:08,4
Los Angeles,20200103,2,2,2,0.00%,4,00:00:37,0
Los Angeles,20200109,2,2,2,50.00%,4,00:00:46,0
Los Angeles,20200116,2,2,2,0.00%,4,00:01:14,0
Los Angeles,20200118,2,2,3,33.33%,4.33,00:01:49,0
Los Angeles,20200125,2,2,2,0.00%,2,00:00:27,0
Los Angeles,20200130,2,1,2,100.00%,1,00:00:00,0
Los Angeles,20200131,2,1,2,50.00%,2.5,00:00:37,0
Los Angeles,20200202,2,1,2,100.00%,1,00:00:00,0
Los Angeles,20200206,2,1,3,100.00%,1,00:00:00,0
Los Angeles,20200218,2,1,2,0.00%,3.5,00:00:15,0
Los Angeles,20200223,2,2,2,50.00%,1.5,00:00:21,0
Los Angeles,20200227,2,2,2,50.00%,10,00:01:50,0
Los Angeles,20200302,2,2,2,0.00%,3,00:00:39,0
Los Angeles,20200306,2,1,3,33.33%,1.67,00:00:11,0
Los Angeles,20200309,2,2,2,0.00%,2,00:08:17,0
Los Angeles,20200312,2,2,2,0.00%,4,00:01:45,0
Los Angeles,20200320,2,2,2,50.00%,3.5,00:00:34,0
Los Angeles,20200327,2,2,3,0.00%,8.33,00:05:15,0
Los Angeles,20200503,2,2,2,50.00%,4.5,00:03:26,0
Los Angeles,20200527,2,2,2,50.00%,4,00:01:07,0
Los Angeles,20200531,2,2,2,0.00%,2.5,00:00:11,0
Los Angeles,20200606,2,1,2,50.00%,1.5,00:00:14,0
Los Angeles,20200608,2,2,2,0.00%,2.5,00:00:11,0
Los Angeles,20200609,2,2,3,33.33%,3.33,00:00:26,0
Los Angeles,20200611,2,2,2,50.00%,6.5,00:07:10,0
Los Angeles,20200616,2,2,2,0.00%,3,00:01:14,0
Los Angeles,20200629,2,2,2,0.00%,10,00:14:35,0
Los Angeles,20200702,2,1,4,25.00%,4.5,00:01:40,0
Los Angeles,20200709,2,1,4,25.00%,2.75,00:00:14,0
Los Angeles,20200714,2,2,2,50.00%,2,00:00:14,0
Los Angeles,20200723,2,2,2,0.00%,2,00:00:09,0
Los Angeles,20200726,2,2,2,0.00%,2.5,00:00:09,0
Los Angeles,20200801,2,2,2,50.00%,3,00:00:14,0
Los Angeles,20200806,2,1,3,66.67%,1.33,00:00:20,0
Los Angeles,20200808,2,2,2,50.00%,1.5,00:00:04,0
Los Angeles,20200812,2,2,3,0.00%,7,00:05:04,1
Los Angeles,20200816,2,2,2,0.00%,3.5,00:01:57,0
Los Angeles,20200822,2,2,2,0.00%,2,00:00:19,0
Los Angeles,20200823,2,2,2,0.00%,2,00:00:06,0
Los Angeles,20200827,2,0,3,33.33%,2,00:00:07,0
Los Angeles,20200828,2,0,2,0.00%,9,00:05:47,1
Los Angeles,20200830,2,2,2,50.00%,2,00:00:15,0
Los Angeles,20200903,2,2,2,0.00%,2,00:00:07,0
Los Angeles,20200907,2,1,2,50.00%,5,00:00:44,0
Los Angeles,20200911,2,1,2,100.00%,1,00:00:00,0
Los Angeles,20200915,2,2,5,20.00%,3.6,00:02:09,0
Los Angeles,20200919,2,2,3,33.33%,2.33,00:00:27,0
Los Angeles,20200922,2,2,2,50.00%,1.5,00:00:02,0
Los Angeles,20200929,2,1,2,50.00%,1.5,00:00:06,0
Los Angeles,20201007,2,2,3,33.33%,4.33,00:02:00,0
Los Angeles,20201012,2,2,2,0.00%,6,00:01:31,0
Los Angeles,20201013,2,2,2,0.00%,2.5,00:13:59,0
Los Angeles,20201016,2,2,2,0.00%,2.5,00:00:46,0
Los Angeles,20201017,2,2,2,0.00%,2.5,00:07:36,0
Los Angeles,20201019,2,2,2,50.00%,1.5,00:00:09,0
Los Angeles,20201020,2,2,2,0.00%,3.5,00:00:49,0
Los Angeles,20201021,2,2,2,50.00%,2,00:00:24,0
Los Angeles,20201022,2,2,3,100.00%,1,00:00:00,0
Los Angeles,20201101,2,2,2,0.00%,2,00:00:29,0
Los Angeles,20201106,2,2,2,0.00%,3,00:01:28,0
Los Angeles,20201108,2,2,2,50.00%,1.5,00:00:09,0
Los Angeles,20201114,2,2,2,50.00%,2,00:00:48,0
Los Angeles,20201119,2,2,2,0.00%,4.5,00:01:02,0
Los Angeles,20201121,2,2,5,80.00%,1.2,00:00:03,0
Los Angeles,20201123,2,2,2,0.00%,5.5,00:01:27,0
Los Angeles,20201124,2,2,3,33.33%,1.67,00:00:13,0
Los Angeles,20201125,2,2,2,50.00%,2,00:00:27,0
Los Angeles,20201129,2,2,2,0.00%,2.5,00:00:34,0
Los Angeles,20201205,2,2,3,33.33%,2.67,00:00:13,0
Los Angeles,20201209,2,0,3,66.67%,3.67,00:00:37,0
Los Angeles,20201211,2,2,2,0.00%,3,00:06:57,0
Los Angeles,20201215,2,1,2,50.00%,1.5,00:00:02,0
Los Angeles,20201220,2,2,2,50.00%,4,00:00:40,0
Los Angeles,20201223,2,2,2,50.00%,1.5,00:00:07,0
Los Angeles,20210102,2,1,2,0.00%,2.5,00:00:27,0
Los Angeles,20210113,2,2,2,0.00%,8,00:02:49,0
Los Angeles,20210119,2,2,2,0.00%,2.5,00:00:17,0
Los Angeles,20210210,2,2,4,25.00%,4.75,00:06:05,0
Los Angeles,20210211,2,1,4,50.00%,4,00:03:39,2
Los Angeles,20210212,2,1,2,50.00%,2,00:00:12,0
Los Angeles,20210213,2,2,2,50.00%,1.5,00:00:03,0
Los Angeles,20210224,2,2,2,50.00%,1.5,00:00:14,0
Los Angeles,20210225,2,1,2,50.00%,6.5,00:01:58,0
Los Angeles,20210226,2,2,2,50.00%,2,00:00:08,0
Los Angeles,20210302,2,2,2,100.00%,1,00:00:00,0
Los Angeles,20210304,2,2,3,66.67%,4,00:01:47,0
Los Angeles,20210309,2,2,2,50.00%,2,00:00:11,0
Los Angeles,20210310,2,2,2,50.00%,2,00:00:10,0
Mission Viejo,20210212,2,0,3,33.33%,9.67,00:08:46,4
Orange,20200219,2,2,2,50.00%,1.5,00:08:59,0
Rancho Palos Verdes,20200119,2,2,3,66.67%,3,00:01:03,0
Rancho Palos Verdes,20200127,2,1,2,50.00%,7,00:05:09,1
Redondo Beach,20210117,2,2,2,0.00%,9.5,00:16:07,0
Redondo Beach,20210210,2,1,3,33.33%,3,00:01:08,1
Riverside,20201229,2,2,2,0.00%,2,00:00:08,0
Riverside,20210126,2,1,3,0.00%,2.67,00:00:49,0
Roseville,20201213,2,2,2,0.00%,2,00:00:07,0
Sacramento,20210112,2,2,2,50.00%,5.5,00:00:59,0
Salinas,20200908,2,2,3,66.67%,1.33,00:00:19,0
San Diego,20200104,2,2,3,100.00%,1,00:00:00,0
San Diego,20200115,2,2,2,50.00%,6,00:04:20,0
San Diego,20200120,2,2,2,0.00%,6.5,00:05:15,0
San Diego,20200203,2,2,2,50.00%,1.5,00:04:18,0
San Diego,20200221,2,1,2,50.00%,2,00:00:15,0
San Diego,20200722,2,2,2,50.00%,3,00:00:35,0
San Diego,20210105,2,2,2,100.00%,1,00:00:00,0
San Diego,20210112,2,2,2,50.00%,1.5,00:00:08,0
San Diego,20210206,2,2,2,50.00%,3.5,00:00:46,0
San Diego,20210213,2,2,2,50.00%,1.5,00:00:03,0
San Francisco,20200116,2,2,2,50.00%,2.5,00:00:39,0
San Francisco,20200201,2,2,2,50.00%,1.5,00:00:04,0
San Francisco,20200622,2,2,2,100.00%,1,00:00:00,0
San Francisco,20200711,2,2,2,100.00%,1,00:00:00,0
San Francisco,20201126,2,2,2,100.00%,1,00:00:00,0
San Francisco,20210102,2,2,2,100.00%,1,00:00:00,0
San Francisco,20210225,2,2,2,50.00%,3,00:00:50,0
San Jose,20200116,2,2,2,50.00%,15,00:05:53,1
San Jose,20200210,2,2,2,0.00%,13,00:06:59,0
San Jose,20201026,2,2,2,100.00%,1,00:00:00,0
San Jose,20210122,2,2,2,100.00%,1,00:00:00,0
San Jose,20210211,2,2,2,0.00%,2,00:01:28,0
San Juan Capistrano,20210318,2,2,2,50.00%,2,00:00:09,0
Santa Ana,20200907,2,1,2,0.00%,2.5,00:00:29,0
Santa Barbara,20200820,2,2,2,50.00%,3,00:01:11,0
Santa Clara,20200917,2,2,2,100.00%,1,00:00:00,0
Santa Clara,20200919,2,2,2,50.00%,1.5,00:00:02,0
Santa Clara,20201016,2,2,2,100.00%,1,00:00:00,0
Santa Clara,20201130,2,2,2,100.00%,1,00:00:00,0
Santa Clara,20210215,2,2,2,100.00%,1,00:00:00,0
Santa Monica,20201228,2,1,2,0.00%,2,00:00:04,0
Sebastopol,20201014,2,1,4,0.00%,3.25,00:01:46,1
Sunnyvale,20200906,2,2,4,25.00%,2.5,00:00:35,0
Temecula,20210208,2,2,4,25.00%,7,00:04:34,0
Watsonville,20210111,2,2,5,20.00%,2,00:01:18,0
Yucaipa,20210218,2,1,2,0.00%,7.5,00:02:55,0
Colorado Springs,20200630,2,2,3,0.00%,2.67,00:03:41,0
Colorado Springs,20200914,2,2,2,50.00%,2,00:02:16,0
Colorado Springs,20200919,2,2,2,0.00%,6,00:02:48,0
Colorado Springs,20200927,2,2,2,50.00%,1.5,00:00:04,0
Colorado Springs,20201019,2,2,2,0.00%,2.5,00:01:11,0
Denver,20200116,2,2,2,0.00%,7,00:05:20,0
Denver,20200120,2,2,2,50.00%,2,00:00:19,0
Denver,20200206,2,1,2,50.00%,1.5,00:00:02,0
Denver,20200211,2,2,2,50.00%,1.5,00:00:08,0
Denver,20200217,2,1,2,50.00%,1.5,00:00:22,0
Denver,20200304,2,1,2,50.00%,22,00:07:46,0
Denver,20200623,2,2,2,50.00%,3.5,00:00:22,0
Denver,20200702,2,2,2,50.00%,3.5,00:00:51,0
Denver,20200703,2,1,2,0.00%,7,00:02:37,0
Denver,20200714,2,2,2,50.00%,2.5,00:00:59,0
Denver,20200718,2,2,3,33.33%,4,00:01:45,0
Denver,20200719,2,2,2,50.00%,2.5,00:00:33,0
Denver,20200729,2,1,2,50.00%,4,00:00:38,0
Denver,20200731,2,0,3,33.33%,2.33,00:00:23,0
Denver,20200805,2,2,2,50.00%,1.5,00:00:02,0
Denver,20200813,2,2,2,0.00%,2,00:00:13,0
Denver,20200815,2,2,2,50.00%,1.5,00:00:02,0
Denver,20200821,2,2,2,50.00%,1.5,00:00:02,0
Denver,20200824,2,2,3,0.00%,5.67,00:02:27,0
Denver,20200904,2,2,5,20.00%,2.6,00:03:22,0
Denver,20200913,2,2,3,33.33%,1.67,00:00:03,0
Denver,20200916,2,2,3,33.33%,4.67,00:02:59,0
Denver,20200918,2,2,2,0.00%,21,00:04:08,0
Denver,20200927,2,2,2,0.00%,4,00:02:26,0
Denver,20201005,2,2,2,0.00%,3,00:00:35,0
Denver,20201025,2,1,2,50.00%,1.5,00:00:06,0
Denver,20201122,2,2,2,0.00%,3,00:05:11,0
Denver,20201130,2,2,2,0.00%,3.5,00:10:52,0
Denver,20201210,2,1,2,50.00%,3,00:00:18,0
Denver,20201217,2,2,2,0.00%,7,00:08:22,0
Denver,20201229,2,2,2,0.00%,2,00:00:10,0
Denver,20210106,2,2,2,50.00%,1.5,00:00:05,0
Denver,20210113,2,2,2,0.00%,3.5,00:00:35,0
Denver,20210123,2,2,2,0.00%,2.5,00:00:27,0
Denver,20210206,2,1,2,0.00%,2,00:00:08,0
Denver,20210210,2,2,3,33.33%,2.67,00:06:34,0
Denver,20210212,2,2,2,50.00%,4,00:01:25,0
Denver,20210214,2,2,2,0.00%,6,00:13:55,1
Denver,20210219,2,1,3,100.00%,1,00:00:00,0
Denver,20210221,2,2,2,50.00%,4,00:00:23,0
Denver,20210226,2,1,2,0.00%,5,00:02:31,1
Denver,20210308,2,2,2,50.00%,3,00:00:46,0
Denver,20210312,2,2,2,50.00%,2,00:00:05,0
Denver,20210318,2,2,3,0.00%,3.67,00:03:09,0
Erie,20200625,2,2,2,50.00%,1.5,00:00:04,0
Fort Collins,20200823,2,2,2,0.00%,2.5,00:04:23,0
Longmont,20200816,2,1,2,50.00%,1.5,00:02:56,0
Washington,20200124,2,2,3,0.00%,8.67,00:06:33,1
Washington,20200208,2,1,2,0.00%,3,00:01:41,0
Washington,20200212,2,1,3,0.00%,6,00:02:30,0
Washington,20200219,2,2,2,100.00%,1,00:00:00,0
Washington,20201209,2,2,3,66.67%,9.33,00:06:21,1
Washington,20210222,2,2,2,0.00%,9,00:02:10,0
Boynton Beach,20200216,2,2,2,50.00%,3,00:00:22,0
Boynton Beach,20210215,2,2,2,0.00%,20,00:07:47,0
Boynton Beach,20210217,2,2,2,100.00%,1,00:00:00,0
Brandon,20210208,2,2,3,33.33%,3.67,00:00:29,0
Fort Lauderdale,20210302,2,2,2,100.00%,1,00:00:00,0
Gainesville,20201022,2,2,2,50.00%,3.5,00:04:21,0
Gainesville,20201023,2,1,2,50.00%,1.5,00:00:01,0
Hialeah,20201201,2,2,2,50.00%,1.5,00:00:03,0
Hollywood,20201001,2,2,2,50.00%,5.5,00:05:09,0
Hollywood,20210218,2,2,2,100.00%,1,00:00:00,0
Jacksonville Beach,20200229,2,2,2,0.00%,9,00:03:00,0
Jacksonville Beach,20200301,2,1,2,0.00%,11,00:05:24,2
Jacksonville Beach,20210129,2,1,4,25.00%,3.25,00:00:54,1
Miami,20200219,2,2,3,66.67%,1.33,00:00:05,0
Miami,20201001,2,2,2,0.00%,2,00:01:11,0
Miami,20201128,2,2,2,0.00%,3,00:09:00,0
Miami,20201211,2,1,2,100.00%,1,00:00:00,0
Miami,20210302,2,2,2,50.00%,3.5,00:02:02,0
Naples,20200210,2,2,2,50.00%,1.5,00:00:05,0
Navarre,20201211,2,2,2,100.00%,1,00:00:00,0
Orlando,20201128,2,1,2,50.00%,7.5,00:01:09,0
Orlando,20210210,2,1,3,0.00%,6,00:02:46,0
Orlando,20210215,2,1,2,0.00%,6.5,00:07:19,1
Osprey,20210107,2,1,2,50.00%,12.5,00:04:16,0
Palm City,20200307,2,2,2,50.00%,1.5,00:00:13,0
Pinellas Park,20210107,2,1,2,0.00%,6.5,00:08:15,0
Pinellas Park,20210108,2,1,3,100.00%,1,00:00:00,0
Safety Harbor,20210108,2,2,2,50.00%,2.5,00:10:12,0
St. Petersburg,20200212,2,2,4,0.00%,4.75,00:00:59,0
Winter Park,20200924,2,2,3,0.00%,6.67,00:03:15,1
Alpharetta,20210125,2,2,2,0.00%,16,00:22:19,1
Atlanta,20200101,2,2,2,50.00%,1.5,00:00:06,0
Atlanta,20201215,2,2,2,0.00%,3.5,00:00:54,0
Atlanta,20210124,2,2,2,0.00%,3.5,00:02:51,0
Canton,20210123,2,2,2,0.00%,15,00:13:50,2
Roswell,20210218,2,1,2,50.00%,6.5,00:17:10,1
Roswell,20210301,2,1,2,0.00%,4,00:00:24,0
Honolulu,20200708,2,2,2,50.00%,2.5,00:00:12,0
Cedar Rapids,20200906,2,2,2,100.00%,1,00:00:00,0
Des Moines,20210309,2,2,2,50.00%,1.5,00:00:05,0
Boise,20200107,2,2,2,50.00%,3.5,00:01:12,0
Boise,20200304,2,2,2,0.00%,6.5,00:07:11,0
Boise,20200618,2,2,2,50.00%,3,00:01:07,0
Boise,20200625,2,2,2,50.00%,6,00:01:23,0
Boise,20200707,2,2,2,50.00%,2.5,00:00:52,0
Boise,20200708,2,2,3,33.33%,2.33,00:00:16,0
Boise,20200812,2,1,5,80.00%,2.2,00:00:09,0
Boise,20200814,2,2,2,50.00%,2.5,00:00:49,0
Boise,20200816,2,2,2,0.00%,2.5,00:00:30,0
Boise,20200904,2,2,2,50.00%,3.5,00:00:36,0
Boise,20200910,2,2,2,50.00%,2.5,00:00:52,0
Boise,20200925,2,2,2,0.00%,4.5,00:00:47,0
Boise,20200927,2,2,2,0.00%,4,00:12:59,0
Boise,20201016,2,2,3,66.67%,3.67,00:00:43,0
Boise,20201018,2,1,2,0.00%,2,00:00:15,0
Boise,20210116,2,2,2,50.00%,1.5,00:00:06,0
Meridian,20200703,2,2,2,0.00%,2.5,00:01:50,0
Meridian,20200814,2,2,2,0.00%,3.5,00:00:56,0
Meridian,20200924,2,2,3,66.67%,3.67,00:00:13,0
Meridian,20200926,2,0,4,25.00%,3.75,00:10:47,0
Meridian,20201227,2,2,2,0.00%,2.5,00:00:12,0
Meridian,20201228,2,2,2,50.00%,1.5,00:00:21,0
Meridian,20201231,2,2,2,0.00%,4.5,00:01:24,0
Meridian,20210120,2,2,2,50.00%,3.5,00:01:00,0
Meridian,20210213,2,2,2,0.00%,4,00:01:50,0
Nampa,20201017,2,2,2,0.00%,5,00:08:35,0
Arlington Heights,20210105,2,2,2,0.00%,2,00:01:00,0
Chicago,20200106,2,1,2,100.00%,1,00:00:00,0
Chicago,20200118,2,1,2,50.00%,4,00:00:41,0
Chicago,20200123,2,2,2,0.00%,4.5,00:02:11,0
Chicago,20200129,2,2,2,0.00%,12.5,00:06:33,0
Chicago,20200204,2,1,4,25.00%,4.75,00:02:10,0
Chicago,20200218,2,1,2,0.00%,5.5,00:02:25,1
Chicago,20200226,2,2,2,50.00%,1.5,00:00:10,0
Chicago,20200610,2,2,2,100.00%,1,00:00:00,0
Chicago,20200613,2,2,2,100.00%,1,00:00:00,0
Chicago,20201121,2,2,2,100.00%,1,00:00:00,0
Chicago,20201212,2,2,3,33.33%,3,00:00:52,0
Chicago,20210112,2,2,3,66.67%,1.33,00:00:01,0
Chicago,20210116,2,1,2,0.00%,10,00:02:48,0
Chicago,20210210,2,2,2,100.00%,1,00:00:00,0
Chicago,20210212,2,2,2,0.00%,15.5,00:05:19,1
Chicago,20210214,2,2,2,50.00%,2.5,00:00:39,0
Chicago,20210226,2,2,4,50.00%,3,00:03:09,1
Collinsville,20200223,2,2,2,0.00%,3,00:01:13,0
Geneseo,20210217,2,2,2,100.00%,1,00:00:00,0
Glenview,20210110,2,2,2,0.00%,2.5,00:01:29,0
Glenview,20210113,2,2,3,66.67%,1.33,00:04:55,0
Glenview,20210114,2,1,2,0.00%,9,00:12:58,0
Glenview,20210204,2,2,2,50.00%,1.5,00:01:53,0
Mundelein,20201229,2,2,2,50.00%,1.5,00:11:10,0
Mundelein,20210226,2,2,2,0.00%,7,00:04:41,1
Rockford,20200905,2,2,2,100.00%,1,00:00:00,0
Indianapolis,20210216,2,2,2,50.00%,4,00:01:42,0
Madison,20201204,2,2,2,0.00%,4.5,00:01:51,0
Coffeyville,20201003,2,2,2,100.00%,1,00:00:00,0
Garden City,20200421,2,2,2,50.00%,4,00:01:49,0
Garden City,20200426,2,2,2,50.00%,1.5,00:00:07,0
Kansas City,20210303,2,2,2,0.00%,11,00:08:19,0
Parsons,20210213,2,2,2,100.00%,1,00:00:00,0
Parsons,20210216,2,2,2,100.00%,1,00:00:00,0
Parsons,20210310,2,2,2,100.00%,1,00:00:00,0
Parsons,20210315,2,2,2,100.00%,1,00:00:00,0
Bowling Green,20200220,2,0,2,100.00%,1,00:00:00,0
Bowling Green,20200222,2,2,2,0.00%,10,00:06:48,1
Fort Knox,20200221,2,2,2,0.00%,10.5,00:09:25,1
Lexington,20210123,2,2,2,0.00%,14,00:08:36,0
Baton Rouge,20200831,2,2,3,33.33%,12.33,00:17:43,0
Baton Rouge,20200901,2,1,3,66.67%,4.67,00:11:50,0
Baton Rouge,20200902,2,0,2,50.00%,5,00:19:37,2
Kenner,20201213,2,2,5,20.00%,8.2,00:08:45,2
Boston,20200216,2,1,3,33.33%,4,00:02:17,0
Boston,20200521,2,2,2,0.00%,4.5,00:05:11,0
Boston,20200601,2,1,3,33.33%,2.67,00:16:51,0
Boston,20200622,2,1,2,0.00%,5,00:03:10,0
Boston,20200714,2,1,2,0.00%,3,00:00:14,0
Boston,20200724,2,1,2,50.00%,1.5,00:00:11,0
Boston,20200826,2,2,2,0.00%,3,00:01:43,0
Boston,20201007,2,2,2,50.00%,8,00:07:03,1
Cambridge,20210122,2,2,3,0.00%,5.33,00:09:03,0
Lowell,20200624,2,1,2,100.00%,1,00:00:00,0
Lowell,20200703,2,2,2,50.00%,2,00:00:12,0
Lowell,20200904,2,1,2,50.00%,5,00:03:51,1
Hollywood,20201011,2,2,2,50.00%,7,00:05:05,1
Poolesville,20210208,2,2,3,33.33%,3.67,00:00:22,0
Potomac,20200804,2,2,2,50.00%,2,00:00:07,0
Potomac,20210128,2,1,2,50.00%,2.5,00:00:39,0
Salisbury,20210103,2,2,2,50.00%,6.5,00:05:37,1
Severn,20200219,2,2,2,100.00%,1,00:00:00,0
Sterling Heights,20200303,2,2,2,0.00%,5.5,00:02:34,0
Chaska,20210104,2,2,2,0.00%,4,00:00:47,0
Chaska,20210216,2,1,3,0.00%,4,00:05:15,1
Minneapolis,20200225,2,2,2,0.00%,4.5,00:01:40,0
Minneapolis,20201205,2,2,5,40.00%,10,00:09:22,2
Minneapolis,20210216,2,1,3,0.00%,9,00:11:38,1
Columbia,20200809,2,2,2,100.00%,1,00:00:00,0
Hazelwood,20200121,2,2,2,0.00%,9.5,00:04:18,0
Kansas City,20200227,2,2,2,0.00%,2.5,00:00:11,0
Smithville,20200817,2,2,2,0.00%,7.5,00:02:31,0
Billings,20200720,2,2,2,100.00%,1,00:00:00,0
Charlotte,20200114,2,2,2,50.00%,2,00:00:30,0
Charlotte,20200129,2,2,2,50.00%,1.5,00:00:06,0
Charlotte,20200220,2,1,6,16.67%,3.33,00:04:37,0
Charlotte,20200313,2,2,2,100.00%,1,00:00:00,0
Highlands,20200216,2,2,2,50.00%,9.5,00:10:24,1
Wilmington,20200102,2,2,4,25.00%,5.25,00:02:38,1
Omaha,20200802,2,2,4,75.00%,1.5,00:00:34,0
Omaha,20210312,2,2,2,50.00%,4,00:02:50,1
Dover,20200421,2,2,2,50.00%,1.5,00:00:15,0
Keene,20200224,2,1,3,0.00%,7.67,00:17:24,1
Manchester,20201206,2,1,2,0.00%,6,00:06:56,0
Clifton,20200119,2,2,2,50.00%,1.5,00:00:02,0
Newark,20210314,2,2,2,50.00%,3,00:00:33,0
Las Vegas,20200122,2,2,2,0.00%,7.5,00:10:08,0
Las Vegas,20200629,2,2,2,50.00%,3,00:02:16,0
Las Vegas,20200630,2,2,2,50.00%,6,00:04:21,0
Las Vegas,20200705,2,2,2,50.00%,1.5,00:00:09,0
Las Vegas,20200726,2,2,2,0.00%,10.5,00:02:25,0
Las Vegas,20200906,2,2,2,100.00%,1,00:00:00,0
Las Vegas,20200917,2,2,2,0.00%,2.5,00:00:18,0
Las Vegas,20201116,2,2,3,0.00%,16.67,00:04:00,0
Las Vegas,20201204,2,2,2,0.00%,4,00:00:51,0
Las Vegas,20201222,2,2,2,50.00%,4,00:00:44,0
Las Vegas,20201225,2,2,2,0.00%,2.5,00:00:23,0
Las Vegas,20210116,2,2,3,33.33%,2.33,00:00:20,0
Las Vegas,20210130,2,2,2,0.00%,2.5,00:00:29,0
Las Vegas,20210214,2,2,2,0.00%,31,00:31:06,3
Las Vegas,20210217,2,2,2,0.00%,6.5,00:01:05,0
Las Vegas,20210219,2,2,4,0.00%,4.25,00:02:40,1
Las Vegas,20210221,2,2,2,50.00%,1.5,00:00:08,0
Las Vegas,20210316,2,1,2,50.00%,2,00:00:14,0
Reno,20200330,2,2,2,50.00%,1.5,00:00:16,0
Reno,20200331,2,0,2,100.00%,1,00:00:00,0
Hamburg,20210102,2,2,2,50.00%,7.5,00:02:05,0
Ithaca,20200213,2,2,2,0.00%,6.5,00:03:31,0
Mineola,20200103,2,2,2,0.00%,9,00:03:59,1
New York,20200103,2,2,2,50.00%,2,00:01:19,0
New York,20200125,2,2,2,0.00%,12,00:08:49,0
New York,20200131,2,2,2,50.00%,1.5,00:00:08,0
New York,20200202,2,2,2,100.00%,1,00:00:00,0
New York,20200214,2,2,2,50.00%,4.5,00:02:03,0
New York,20200216,2,2,2,0.00%,24,00:18:47,2
New York,20200220,2,2,2,50.00%,12.5,00:04:16,0
New York,20200223,2,1,2,50.00%,2.5,00:06:21,0
New York,20200227,2,2,2,50.00%,1.5,00:00:02,0
New York,20200228,2,2,2,0.00%,9,00:29:02,2
New York,20200304,2,2,2,50.00%,2,00:00:09,0
New York,20200305,2,2,2,0.00%,4,00:00:48,0
New York,20200307,2,2,2,50.00%,3.5,00:00:15,0
New York,20200308,2,1,2,50.00%,1.5,00:00:04,0
New York,20200402,2,1,3,66.67%,1.33,00:00:30,0
New York,20200819,2,2,2,50.00%,4,00:01:00,0
New York,20201203,2,2,2,0.00%,2,00:00:16,0
New York,20210208,2,1,2,50.00%,6,00:04:06,1
New York,20210216,2,2,2,0.00%,14.5,00:18:30,0
New York,20210224,2,2,2,0.00%,14,00:11:55,1
New York,20210228,2,2,2,50.00%,2,00:00:16,0
New York,20210305,2,2,2,50.00%,4.5,00:00:33,0
New York,20210307,2,2,2,50.00%,2,00:00:12,0
New York,20210308,2,1,2,100.00%,1,00:00:00,0
New York,20210310,2,1,2,50.00%,10,00:10:49,1
New York,20210317,2,1,2,0.00%,5,00:03:29,1
Troy,20200114,2,1,4,75.00%,3,00:02:20,1
Uniondale,20200120,2,2,2,0.00%,5,00:00:44,0
Columbus,20200105,2,2,2,50.00%,2,00:00:04,0
Columbus,20200216,2,1,5,0.00%,7.6,00:07:49,1
Columbus,20201031,2,2,2,100.00%,1,00:00:00,0
Columbus,20210131,2,2,2,100.00%,1,00:00:00,0
Columbus,20210201,2,2,2,50.00%,3,00:00:10,0
Columbus,20210228,2,2,2,100.00%,1,00:00:00,0
Fairfield,20200113,2,2,2,50.00%,2,00:02:22,0
Oklahoma City,20210118,2,2,2,50.00%,1.5,00:00:04,0
Oklahoma City,20210127,2,1,2,50.00%,5,00:02:09,1
Boardman,20200430,2,2,2,100.00%,1,00:00:00,0
Boardman,20210312,2,2,2,100.00%,1,00:00:00,0
Lake Oswego,20201012,2,2,4,25.00%,3.5,00:00:49,0
Portland,20201109,2,2,2,50.00%,2.5,00:01:48,0
Devault,20210125,2,1,2,0.00%,6,00:08:00,1
Philadelphia,20201005,2,2,2,50.00%,6.5,00:10:16,0
Chamberlain,20210210,2,2,2,50.00%,33.5,00:24:21,0
Knoxville,20200518,2,2,2,50.00%,1.5,00:00:59,0
Nashville,20200215,2,2,2,0.00%,18,00:37:18,4
Nashville,20200309,2,2,2,50.00%,8.5,00:08:28,1
Nashville,20201020,2,2,4,50.00%,5.75,00:01:05,0
Nashville,20210211,2,1,2,0.00%,2,00:02:30,0
Allen,20200215,2,2,2,50.00%,1.5,00:00:12,0
Arlington,20210114,2,2,2,0.00%,4.5,00:00:45,0
Austin,20200105,2,1,2,0.00%,2,00:00:12,0
Austin,20200114,2,2,2,0.00%,3,00:00:11,0
Austin,20200201,2,2,2,0.00%,2,00:00:28,0
Austin,20200205,2,2,3,0.00%,6.33,00:03:03,1
Austin,20200206,2,2,2,50.00%,2,00:00:34,0
Austin,20200727,2,2,2,50.00%,1.5,00:00:02,0
Austin,20201214,2,2,2,50.00%,2,00:00:21,0
Austin,20210109,2,2,2,50.00%,3.5,00:04:05,0
Austin,20210224,2,1,2,0.00%,9.5,00:10:58,1
College Station,20210308,2,2,2,0.00%,5.5,00:01:39,0
Coppell,20210317,2,2,2,50.00%,3.5,00:00:14,0
Dallas,20200103,2,2,2,0.00%,3.5,00:01:05,0
Dallas,20200104,2,1,2,50.00%,2.5,00:00:48,0
Dallas,20200120,2,1,2,0.00%,3.5,00:00:21,0
Dallas,20200210,2,1,4,100.00%,1,00:00:00,0
Dallas,20200213,2,1,5,0.00%,13.4,00:05:24,1
