# ----------------------------------------,,,,,,,,
# All Web Site Data,,,,,,,,
# Client_Info,,,,,,,,
# 20200101-20210320,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
City,Date,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Salt Lake City,20201223,11,9,12,33.33%,2.25,00:00:24,0
Salt Lake City,20201229,11,9,11,27.27%,2.18,00:01:30,0
Salt Lake City,20201230,11,11,13,30.77%,5.85,00:03:06,3
Salt Lake City,20210218,11,10,12,16.67%,6.5,00:01:04,0
Paris,20200401,10,10,10,100.00%,1,00:00:00,0
Salt Lake City,20200713,10,9,20,25.00%,3.2,00:01:06,0
Salt Lake City,20200729,10,9,16,25.00%,3,00:03:17,0
Salt Lake City,20200731,10,7,11,27.27%,3,00:02:55,0
Salt Lake City,20200828,10,6,14,42.86%,2.57,00:00:19,0
Salt Lake City,20201016,10,9,11,18.18%,3.55,00:00:58,0
Salt Lake City,20210116,10,9,12,33.33%,2.17,00:00:51,0
Salt Lake City,20210306,10,9,10,50.00%,2.5,00:00:32,0
Murray,20200613,10,10,11,27.27%,2.64,00:01:29,0
(not set),20200102,9,8,9,55.56%,2.11,00:00:18,0
Los Angeles,20200101,9,7,11,54.55%,3.82,00:03:03,3
Los Angeles,20201222,9,9,10,60.00%,4,00:05:24,2
Los Angeles,20210218,9,8,9,44.44%,1.89,00:00:31,0
Heber City,20201228,9,8,9,55.56%,2.44,00:00:18,0
Midway,20200627,9,8,9,11.11%,2.56,00:00:17,0
Park City,20200927,9,8,9,66.67%,1.44,00:00:05,0
Salt Lake City,20200213,9,8,12,16.67%,5.42,00:03:26,1
Salt Lake City,20200718,9,9,9,22.22%,3.78,00:00:57,0
Salt Lake City,20200720,9,6,12,41.67%,2.58,00:02:38,0
Salt Lake City,20200721,9,8,10,30.00%,3.5,00:01:25,0
Salt Lake City,20200724,9,7,9,44.44%,2.56,00:00:37,0
Salt Lake City,20200814,9,8,10,20.00%,3.8,00:01:57,0
Salt Lake City,20200831,9,7,18,27.78%,3.61,00:01:29,1
Salt Lake City,20200904,9,8,10,10.00%,2.6,00:02:12,0
Salt Lake City,20200905,9,8,10,20.00%,6,00:01:55,0
Salt Lake City,20200917,9,7,12,33.33%,3.67,00:02:48,1
Salt Lake City,20201001,9,5,9,0.00%,3.67,00:00:57,0
Ashburn,20210117,9,9,9,100.00%,1,00:00:00,0
(not set),20200208,8,8,8,50.00%,2,00:00:39,0
(not set),20201227,8,8,8,50.00%,4.5,00:00:37,0
Los Angeles,20200904,8,4,9,22.22%,3.44,00:00:25,0
Heber City,20210226,8,8,8,62.50%,2.5,00:01:16,0
Salt Lake City,20200104,8,8,8,50.00%,2.88,00:02:28,0
Salt Lake City,20200131,8,7,8,37.50%,3.5,00:03:05,0
Salt Lake City,20200705,8,8,9,22.22%,5,00:02:50,0
Salt Lake City,20200709,8,8,10,60.00%,1.8,00:00:15,0
Salt Lake City,20200716,8,6,8,50.00%,2,00:00:19,0
Salt Lake City,20200821,8,8,13,7.69%,4.15,00:01:37,1
Salt Lake City,20200910,8,7,8,62.50%,1.88,00:00:25,0
Salt Lake City,20200929,8,8,13,7.69%,6.62,00:03:34,0
Salt Lake City,20201005,8,6,9,33.33%,2.22,00:00:28,0
Salt Lake City,20201011,8,6,8,37.50%,2.62,00:01:27,0
Salt Lake City,20201227,8,7,8,25.00%,4,00:04:12,1
Salt Lake City,20201231,8,8,8,37.50%,2,00:02:11,0
Salt Lake City,20210215,8,7,9,55.56%,4.89,00:03:43,2
Salt Lake City,20210307,8,8,8,75.00%,2.5,00:00:12,0
(not set),20200216,7,7,7,42.86%,2.43,00:00:32,0
(not set),20200405,7,7,7,85.71%,3.43,00:00:04,0
Los Angeles,20200217,7,6,9,44.44%,6.11,00:09:37,2
Los Angeles,20200627,7,7,9,22.22%,3.89,00:00:46,0
Los Angeles,20200712,7,5,7,28.57%,2,00:00:40,0
Los Angeles,20201010,7,6,7,14.29%,2.86,00:00:38,0
Los Angeles,20201227,7,6,8,37.50%,2,00:02:58,0
Los Angeles,20201228,7,7,8,25.00%,2.5,00:00:21,0
Los Angeles,20201229,7,6,9,11.11%,4,00:02:52,0
Los Angeles,20210201,7,6,8,25.00%,1.88,00:00:14,0
Heber City,20200107,7,7,9,0.00%,6.22,00:05:18,0
Heber City,20200110,7,6,8,62.50%,1.75,00:02:06,0
Heber City,20201222,7,6,7,42.86%,3.86,00:02:56,1
Heber City,20201229,7,5,8,37.50%,3.88,00:01:58,1
Heber City,20201230,7,5,9,11.11%,3.22,00:03:35,0
Heber City,20210102,7,7,7,28.57%,6,00:04:52,0
Heber City,20210113,7,5,8,12.50%,4,00:01:00,1
Heber City,20210214,7,7,7,0.00%,5.57,00:02:37,0
Midway,20200620,7,3,7,42.86%,3,00:00:48,0
Midway,20200710,7,7,12,25.00%,3.58,00:01:55,0
Midway,20200718,7,6,11,9.09%,4.55,00:03:03,0
Midway,20200801,7,7,12,0.00%,5.42,00:04:25,0
Midway,20201017,7,6,7,14.29%,2.43,00:02:51,0
Salt Lake City,20200117,7,7,11,63.64%,2.55,00:01:24,0
Salt Lake City,20200120,7,6,10,30.00%,2.3,00:01:22,0
Salt Lake City,20200127,7,7,7,14.29%,3.43,00:03:01,0
Salt Lake City,20200207,7,6,10,50.00%,1.9,00:00:24,0
Salt Lake City,20200217,7,6,7,42.86%,3.43,00:03:39,0
Salt Lake City,20200623,7,6,8,25.00%,4.12,00:01:56,0
Salt Lake City,20200702,7,6,10,30.00%,3.3,00:00:28,0
Salt Lake City,20200723,7,5,7,14.29%,4.43,00:02:04,0
Salt Lake City,20200726,7,6,7,28.57%,3.29,00:00:32,0
Salt Lake City,20200805,7,6,7,28.57%,5.29,00:01:56,1
Salt Lake City,20200807,7,6,9,44.44%,3.67,00:02:24,0
Salt Lake City,20200808,7,6,8,25.00%,3.5,00:01:20,0
Salt Lake City,20200818,7,5,7,71.43%,1.71,00:00:04,0
Salt Lake City,20200822,7,5,7,14.29%,2.57,00:00:33,0
Salt Lake City,20200902,7,6,7,28.57%,2.14,00:00:22,0
Salt Lake City,20200924,7,5,10,20.00%,4.6,00:01:38,0
Salt Lake City,20201002,7,3,9,11.11%,7.11,00:02:54,1
Salt Lake City,20201004,7,6,10,30.00%,3.1,00:02:59,0
Salt Lake City,20201009,7,4,9,33.33%,2.22,00:00:53,0
Salt Lake City,20201020,7,4,9,44.44%,3.44,00:01:11,0
Salt Lake City,20201122,7,7,8,50.00%,3.12,00:02:26,0
Salt Lake City,20201226,7,7,9,22.22%,2.33,00:01:57,0
Salt Lake City,20210103,7,5,7,28.57%,2.14,00:01:08,0
Salt Lake City,20210213,7,7,7,42.86%,2,00:00:34,0
Salt Lake City,20210226,7,5,8,25.00%,8.12,00:01:35,0
Sandy,20200725,7,7,11,18.18%,7.09,00:06:54,0
Ashburn,20200907,7,7,7,100.00%,1,00:00:00,0
(not set),20201211,6,6,6,66.67%,3.83,00:00:07,0
(not set),20201219,6,5,6,16.67%,3.17,00:00:27,0
(not set),20201220,6,5,8,62.50%,1.5,00:00:05,0
(not set),20210217,6,6,6,50.00%,4.67,00:07:46,1
Los Angeles,20200117,6,6,8,37.50%,2.75,00:02:11,0
Los Angeles,20200703,6,6,6,16.67%,2.67,00:02:15,0
Los Angeles,20200710,6,4,7,28.57%,2.71,00:00:24,0
Los Angeles,20200722,6,5,7,14.29%,5.29,00:05:51,0
Los Angeles,20200731,6,5,7,28.57%,3.29,00:01:43,0
Los Angeles,20201011,6,4,6,50.00%,1.83,00:00:20,0
Los Angeles,20201219,6,4,7,42.86%,3.86,00:06:48,1
Los Angeles,20201221,6,4,6,16.67%,3.67,00:03:15,0
Los Angeles,20201230,6,4,6,33.33%,5.33,00:05:47,0
Los Angeles,20210125,6,5,6,50.00%,3,00:00:29,0
Denver,20200814,6,5,9,44.44%,4.22,00:02:34,1
Chicago,20201004,6,6,6,100.00%,1,00:00:00,0
Chicago,20201005,6,6,6,100.00%,1,00:00:00,0
Heber City,20200101,6,5,7,57.14%,2,00:00:23,0
Heber City,20200222,6,5,7,14.29%,3.71,00:00:33,0
Heber City,20200727,6,6,7,14.29%,5.43,00:10:16,0
Heber City,20201005,6,5,8,37.50%,2.62,00:01:59,0
Heber City,20201227,6,5,6,0.00%,4.33,00:05:45,0
Heber City,20210103,6,5,6,50.00%,3,00:00:41,0
Heber City,20210207,6,5,6,50.00%,1.83,00:00:18,0
Heber City,20210215,6,4,6,66.67%,2.5,00:01:27,1
Heber City,20210221,6,6,6,16.67%,7.17,00:05:40,0
Midway,20200127,6,6,8,50.00%,1.88,00:00:55,0
Midway,20200703,6,6,9,22.22%,3.22,00:00:35,0
Midway,20200725,6,4,6,33.33%,3,00:00:28,0
Park City,20201009,6,4,6,0.00%,4,00:04:48,0
Park City,20201010,6,5,6,16.67%,3,00:04:11,0
Salt Lake City,20200118,6,6,7,14.29%,2.71,00:01:10,0
Salt Lake City,20200214,6,6,6,33.33%,2.83,00:00:25,0
Salt Lake City,20200305,6,5,6,16.67%,3,00:00:15,0
Salt Lake City,20200701,6,6,7,14.29%,4.14,00:00:57,0
Salt Lake City,20200712,6,4,8,25.00%,2.88,00:01:19,0
Salt Lake City,20200815,6,5,7,14.29%,3.43,00:02:32,0
Salt Lake City,20200817,6,6,6,50.00%,1.83,00:00:04,0
Salt Lake City,20200819,6,4,7,14.29%,3.43,00:03:37,0
Salt Lake City,20200824,6,5,7,42.86%,2.43,00:00:34,0
Salt Lake City,20200923,6,5,8,12.50%,3.75,00:01:11,0
Salt Lake City,20200927,6,3,7,42.86%,2,00:00:22,0
Salt Lake City,20201101,6,5,6,0.00%,3.5,00:01:49,0
Salt Lake City,20210121,6,5,6,0.00%,3.5,00:02:37,0
Salt Lake City,20210205,6,6,6,0.00%,2.83,00:00:20,0
Salt Lake City,20210220,6,6,6,16.67%,3.33,00:00:47,0
Salt Lake City,20210221,6,5,6,66.67%,2.33,00:00:22,0
Salt Lake City,20210301,6,5,6,33.33%,2.33,00:03:13,0
Salt Lake City,20210313,6,6,6,66.67%,4.33,00:02:09,0
Salt Lake City,20210320,6,4,6,66.67%,2.17,00:00:29,0
West Jordan,20200629,6,6,8,12.50%,7,00:09:00,1
Murray,20200612,6,5,6,50.00%,4.33,00:02:48,1
(not set),20210213,6,6,7,14.29%,7,00:04:27,0
(not set),20200108,5,4,6,16.67%,2.83,00:02:28,1
(not set),20200114,5,5,5,40.00%,2.4,00:01:06,0
(not set),20200123,5,5,5,80.00%,2,00:00:35,0
(not set),20200209,5,5,5,60.00%,4.6,00:00:08,0
(not set),20200308,5,5,5,40.00%,6.2,00:00:56,0
(not set),20200419,5,5,5,40.00%,5.8,00:00:20,0
(not set),20200805,5,5,7,57.14%,4.29,00:00:24,0
(not set),20200926,5,3,5,40.00%,3,00:01:38,0
(not set),20201010,5,5,5,60.00%,1.4,00:00:31,0
(not set),20201104,5,5,5,60.00%,4.6,00:00:20,0
(not set),20210125,5,5,7,28.57%,2.71,00:01:35,0
(not set),20210202,5,4,5,60.00%,4.4,00:00:10,0
Los Angeles,20200106,5,5,5,40.00%,1.8,00:00:16,0
Los Angeles,20200618,5,4,5,20.00%,2.8,00:00:29,0
Los Angeles,20200620,5,4,6,50.00%,1.83,00:00:17,0
Los Angeles,20200707,5,4,5,100.00%,1,00:00:00,0
Los Angeles,20200711,5,4,9,11.11%,4.67,00:03:48,0
Los Angeles,20200820,5,3,5,60.00%,1.8,00:00:04,0
Los Angeles,20200829,5,5,5,40.00%,1.8,00:00:05,0
Los Angeles,20200905,5,4,9,11.11%,4.89,00:01:44,1
Los Angeles,20200912,5,5,7,14.29%,3.14,00:00:31,0
Los Angeles,20200920,5,5,7,14.29%,6.57,00:05:29,1
Los Angeles,20200926,5,4,6,0.00%,7,00:01:38,0
Los Angeles,20201008,5,4,8,62.50%,2,00:00:23,0
Los Angeles,20201210,5,4,5,20.00%,6.8,00:03:13,2
Los Angeles,20210101,5,5,5,20.00%,1.8,00:00:47,0
Los Angeles,20210103,5,5,5,20.00%,4.6,00:02:54,0
Los Angeles,20210205,5,4,6,33.33%,3.83,00:02:29,0
Los Angeles,20210206,5,5,5,20.00%,3.8,00:02:46,0
Los Angeles,20210209,5,2,6,50.00%,3.17,00:00:25,0
Los Angeles,20210217,5,4,5,60.00%,1.8,00:00:07,0
Los Angeles,20210220,5,3,6,50.00%,3.5,00:02:54,2
Orlando,20210117,5,5,6,0.00%,4.83,00:02:04,0
Atlanta,20200207,5,5,7,42.86%,3.29,00:01:30,0
Chicago,20200723,5,5,5,100.00%,1,00:00:00,0
Las Vegas,20200905,5,5,5,80.00%,1.2,00:00:01,0
New York,20200906,5,5,5,20.00%,3.4,00:00:27,0
Dallas,20200305,5,5,5,40.00%,1.8,00:00:29,0
Houston,20201220,5,4,6,33.33%,3.33,00:01:33,1
Heber City,20200102,5,5,6,0.00%,2.83,00:04:11,0
Heber City,20200206,5,4,6,33.33%,2.17,00:00:20,0
Heber City,20200218,5,5,5,0.00%,4.2,00:02:25,0
Heber City,20200307,5,5,5,20.00%,9.2,00:11:08,0
Heber City,20200810,5,4,7,14.29%,2.29,00:00:16,0
Heber City,20200928,5,2,6,50.00%,3.5,00:02:41,0
Heber City,20201221,5,4,5,0.00%,4.6,00:00:52,0
Heber City,20201223,5,4,5,0.00%,11.2,00:18:42,3
Heber City,20201226,5,4,6,33.33%,4.17,00:03:06,2
Heber City,20210104,5,3,5,40.00%,1.6,00:00:39,0
Heber City,20210111,5,4,5,0.00%,3.2,00:02:43,0
Heber City,20210130,5,4,5,0.00%,3.8,00:02:42,0
Heber City,20210213,5,3,7,71.43%,1.71,00:01:38,0
Heber City,20210217,5,4,5,20.00%,3,00:00:47,0
Heber City,20210222,5,3,5,40.00%,2,00:00:12,0
Heber City,20210302,5,4,5,80.00%,1.4,00:00:06,0
Lehi,20200721,5,3,6,50.00%,3.5,00:04:36,0
Lehi,20210213,5,4,5,40.00%,3.8,00:01:15,0
Midway,20200220,5,3,7,42.86%,2.86,00:01:58,0
Midway,20200523,5,4,7,28.57%,8.86,00:09:20,1
Midway,20200711,5,5,5,20.00%,2.8,00:04:12,0
Midway,20200717,5,5,5,40.00%,2.2,00:00:13,0
Midway,20200720,5,4,6,66.67%,4.67,00:04:18,0
Midway,20200810,5,5,8,50.00%,3,00:04:09,0
Midway,20200815,5,4,7,14.29%,3.86,00:00:28,0
Midway,20200829,5,4,5,0.00%,5.4,00:04:09,0
Midway,20201205,5,5,5,20.00%,3,00:01:41,0
Park City,20200714,5,5,7,57.14%,2.43,00:01:22,0
Park City,20200915,5,4,5,0.00%,3.8,00:03:27,1
Park City,20200917,5,5,5,20.00%,2.4,00:01:31,0
Salt Lake City,20200101,5,5,6,33.33%,3.33,00:01:24,0
Salt Lake City,20200103,5,3,5,20.00%,3,00:02:01,0
Salt Lake City,20200105,5,4,6,33.33%,2.33,00:01:53,0
Salt Lake City,20200107,5,3,7,14.29%,4.14,00:01:20,0
Salt Lake City,20200108,5,4,5,40.00%,1.8,00:00:06,0
Salt Lake City,20200110,5,5,5,60.00%,1.6,00:00:52,0
Salt Lake City,20200119,5,5,7,0.00%,3.86,00:01:26,0
Salt Lake City,20200122,5,4,5,40.00%,2,00:00:23,0
Salt Lake City,20200125,5,5,5,40.00%,2,00:00:47,0
Salt Lake City,20200201,5,5,5,60.00%,2,00:00:12,0
Salt Lake City,20200205,5,5,6,16.67%,2.5,00:03:41,0
Salt Lake City,20200206,5,5,6,0.00%,7.83,00:10:01,0
Salt Lake City,20200210,5,4,5,0.00%,2.2,00:00:40,0
Salt Lake City,20200216,5,3,6,16.67%,3,00:02:30,0
Salt Lake City,20200223,5,5,10,60.00%,1.9,00:00:12,0
Salt Lake City,20200228,5,5,8,37.50%,2.88,00:00:35,0
Salt Lake City,20200628,5,5,7,28.57%,2.43,00:01:42,0
Salt Lake City,20200710,5,4,6,50.00%,4.33,00:00:55,0
Salt Lake City,20200715,5,3,5,20.00%,4,00:01:21,1
Salt Lake City,20200725,5,4,6,50.00%,2.33,00:00:28,0
Salt Lake City,20200801,5,3,7,28.57%,2.71,00:01:12,0
Salt Lake City,20200809,5,3,6,16.67%,2.33,00:00:18,0
Salt Lake City,20200811,5,4,5,20.00%,4.8,00:01:55,0
Salt Lake City,20200820,5,5,7,14.29%,7,00:03:26,0
Salt Lake City,20200827,5,4,5,20.00%,2.4,00:00:16,0
Salt Lake City,20200829,5,4,6,0.00%,5.5,00:03:11,0
Salt Lake City,20200830,5,2,5,20.00%,4.6,00:06:38,0
Salt Lake City,20200906,5,2,5,60.00%,4.2,00:01:26,0
Salt Lake City,20200911,5,2,8,37.50%,3.88,00:06:26,0
Salt Lake City,20200915,5,2,6,50.00%,3.83,00:02:04,0
Salt Lake City,20200921,5,3,6,50.00%,8.67,00:04:45,0
Salt Lake City,20201007,5,5,5,0.00%,5.4,00:02:18,0
Salt Lake City,20201015,5,5,6,50.00%,2,00:00:15,0
Salt Lake City,20201019,5,1,5,60.00%,3.2,00:03:01,1
Salt Lake City,20201213,5,5,5,40.00%,2.8,00:00:28,0
Salt Lake City,20201219,5,3,5,60.00%,1.4,00:00:02,0
Salt Lake City,20201221,5,5,5,60.00%,1.4,00:00:39,0
Salt Lake City,20201228,5,4,5,0.00%,4.2,00:01:03,0
Salt Lake City,20210101,5,5,5,0.00%,2.6,00:06:01,0
Salt Lake City,20210107,5,5,5,20.00%,2.6,00:00:36,0
Salt Lake City,20210113,5,5,5,20.00%,2.2,00:00:24,0
Salt Lake City,20210114,5,4,5,60.00%,7.6,00:03:22,3
Salt Lake City,20210117,5,4,6,33.33%,2.17,00:00:55,0
Salt Lake City,20210210,5,5,6,33.33%,5.83,00:01:49,0
Salt Lake City,20210217,5,3,5,40.00%,3,00:00:59,0
Spanish Fork,20200711,5,3,8,25.00%,3.25,00:06:26,0
Ashburn,20200317,5,5,5,80.00%,1.2,00:00:01,0
Seattle,20210221,5,5,5,20.00%,4.8,00:01:22,0
Holladay,20200913,5,5,6,16.67%,5.83,00:03:13,1
Snyderville,20200722,5,4,5,40.00%,2.4,00:00:11,0
West Valley City,20200705,5,4,5,60.00%,1.6,00:00:08,0
West Valley City,20201010,5,5,5,20.00%,2.2,00:00:44,0
(not set),20200103,4,4,5,0.00%,4.2,00:04:08,0
(not set),20200106,4,4,5,60.00%,3,00:02:23,1
(not set),20200111,4,4,4,100.00%,1,00:00:00,0
(not set),20200117,4,3,4,50.00%,5,00:07:56,0
(not set),20200120,4,4,4,50.00%,1.75,00:01:14,0
(not set),20200206,4,4,4,100.00%,1,00:00:00,0
(not set),20200226,4,4,5,40.00%,8.4,00:07:08,5
(not set),20200503,4,4,4,50.00%,6.25,00:00:15,0
(not set),20200621,4,2,5,80.00%,1.4,00:00:04,0
(not set),20200715,4,4,4,25.00%,1.75,00:00:07,0
(not set),20200719,4,3,5,80.00%,4.4,00:00:06,0
(not set),20200827,4,4,4,75.00%,5.25,00:00:09,0
(not set),20200901,4,3,4,25.00%,2.5,00:00:14,0
(not set),20200914,4,4,4,75.00%,5.25,00:00:11,0
(not set),20200930,4,4,4,75.00%,5.5,00:00:10,0
(not set),20201018,4,4,4,50.00%,5.25,00:00:08,0
(not set),20201223,4,4,4,50.00%,3,00:00:50,0
(not set),20210103,4,4,4,25.00%,2,00:00:13,0
(not set),20210105,4,4,4,75.00%,2,00:00:54,0
(not set),20210110,4,4,4,50.00%,1.75,00:00:23,0
(not set),20210115,4,3,5,60.00%,1.6,00:00:07,0
(not set),20210116,4,4,4,50.00%,5.5,00:00:14,0
(not set),20210209,4,4,4,50.00%,2,00:00:23,0
(not set),20210210,4,4,4,75.00%,3.75,00:00:53,0
(not set),20210216,4,4,5,40.00%,6.2,00:17:00,0
Sydney,20200506,4,4,4,0.00%,5.75,00:00:39,0
Phoenix,20200809,4,4,4,50.00%,1.75,00:00:09,0
Phoenix,20200907,4,3,6,50.00%,1.67,00:00:08,0
Tucson,20200122,4,4,4,50.00%,3.75,00:00:44,0
Elk Grove,20200210,4,4,5,20.00%,5,00:15:56,1
Los Angeles,20200105,4,3,7,57.14%,1.43,00:03:50,0
Los Angeles,20200110,4,4,4,50.00%,2.25,00:01:03,0
Los Angeles,20200111,4,3,4,75.00%,1.25,00:00:01,0
Los Angeles,20200114,4,2,4,25.00%,4,00:08:32,0
Los Angeles,20200115,4,1,4,50.00%,2.25,00:04:33,0
Los Angeles,20200127,4,4,5,20.00%,4,00:04:45,0
Los Angeles,20200212,4,4,4,50.00%,2.5,00:02:25,0
Los Angeles,20200221,4,3,6,33.33%,2,00:00:18,0
Los Angeles,20200304,4,4,5,0.00%,8.2,00:06:08,0
Los Angeles,20200308,4,4,4,50.00%,3,00:00:36,0
Los Angeles,20200601,4,3,4,50.00%,3.5,00:02:23,0
Los Angeles,20200617,4,4,4,50.00%,2.5,00:00:19,0
Los Angeles,20200621,4,4,5,60.00%,1.4,00:00:07,0
Los Angeles,20200623,4,4,4,25.00%,2.25,00:00:12,0
Los Angeles,20200706,4,4,4,75.00%,1.25,00:00:34,0
Los Angeles,20200720,4,4,4,25.00%,2.75,00:00:30,0
Los Angeles,20200724,4,3,5,40.00%,3,00:01:13,0
Los Angeles,20200814,4,4,4,0.00%,5,00:11:13,0
Los Angeles,20200815,4,4,4,25.00%,2.25,00:00:08,0
Los Angeles,20200831,4,3,6,66.67%,1.33,00:00:04,0
Los Angeles,20200901,4,2,4,50.00%,5.75,00:03:48,1
Los Angeles,20200925,4,3,8,0.00%,3.5,00:02:09,0
Los Angeles,20201231,4,1,4,25.00%,2,00:00:15,0
Los Angeles,20210104,4,3,4,25.00%,2.75,00:00:46,0
Los Angeles,20210108,4,3,4,50.00%,1.75,00:00:14,0
Los Angeles,20210121,4,4,5,20.00%,4.6,00:00:50,0
Los Angeles,20210123,4,3,4,75.00%,1.25,00:00:01,0
Los Angeles,20210202,4,4,5,0.00%,8.2,00:02:56,1
Los Angeles,20210203,4,4,4,0.00%,2.75,00:00:29,0
Los Angeles,20210207,4,2,4,50.00%,2.5,00:00:11,0
Los Angeles,20210223,4,4,5,20.00%,9.4,00:04:55,1
Los Angeles,20210305,4,4,5,20.00%,2.8,00:01:02,0
Los Angeles,20210306,4,3,4,25.00%,3.5,00:01:52,1
Los Angeles,20210313,4,3,5,40.00%,3.2,00:00:51,0
Los Angeles,20210319,4,3,4,100.00%,1,00:00:00,0
Denver,20200725,4,4,5,40.00%,5.4,00:01:12,0
Denver,20200809,4,3,4,25.00%,7,00:05:50,0
Denver,20200810,4,4,5,20.00%,4.4,00:06:29,1
Denver,20200820,4,3,5,20.00%,3.6,00:02:27,1
Denver,20201008,4,4,5,40.00%,4.2,00:01:10,0
Denver,20201017,4,3,6,16.67%,3.5,00:00:44,0
Denver,20201018,4,3,4,75.00%,1.25,00:00:03,0
Denver,20201220,4,4,4,0.00%,4.25,00:07:17,0
Denver,20201230,4,4,4,50.00%,2.75,00:00:39,0
Denver,20210208,4,3,4,50.00%,1.5,00:00:45,0
Denver,20210315,4,4,4,25.00%,3.25,00:01:39,0
Key West,20210122,4,4,4,75.00%,2.75,00:07:54,1
Atlanta,20200220,4,3,10,20.00%,4.2,00:01:17,0
Chicago,20200107,4,4,4,100.00%,1,00:00:00,0
Chicago,20200208,4,4,4,100.00%,1,00:00:00,0
Chicago,20200317,4,4,4,100.00%,1,00:00:00,0
Glenview,20200112,4,4,4,0.00%,13,00:21:15,5
Poolesville,20210119,4,4,5,40.00%,4,00:01:16,0
Las Vegas,20200718,4,4,4,0.00%,4.25,00:03:22,0
Las Vegas,20210103,4,4,4,0.00%,2.75,00:01:34,0
Las Vegas,20210117,4,4,4,0.00%,10.25,00:09:27,2
New York,20200219,4,3,4,50.00%,4.5,00:07:39,0
Syosset,20200308,4,3,5,40.00%,4.4,00:02:30,0
Edmond,20210127,4,4,4,50.00%,6.5,00:05:07,1
Boardman,20200208,4,4,4,100.00%,1,00:00:00,0
Boardman,20200304,4,4,4,100.00%,1,00:00:00,0
Dallas,20210312,4,3,4,0.00%,19.5,00:09:24,6
Fort Worth,20200102,4,2,4,25.00%,4.25,00:11:09,2
Houston,20200220,4,4,5,20.00%,4.2,00:07:15,1
San Antonio,20210309,4,4,4,50.00%,1.5,00:00:11,0
American Fork,20200828,4,3,5,20.00%,7.4,00:04:40,1
Draper,20201101,4,4,4,75.00%,1.25,00:00:04,0
Heber City,20200103,4,4,4,0.00%,2.5,00:02:38,0
Heber City,20200108,4,1,4,50.00%,4.25,00:02:56,1
Heber City,20200118,4,3,4,25.00%,1.75,00:00:10,0
Heber City,20200119,4,3,5,60.00%,1.4,00:00:03,0
Heber City,20200120,4,4,4,25.00%,2.75,00:00:09,0
Heber City,20200130,4,4,5,20.00%,5.2,00:01:19,0
Heber City,20200522,4,4,5,60.00%,1.4,00:00:17,0
Heber City,20200623,4,4,4,25.00%,3.25,00:02:12,0
Heber City,20200701,4,4,4,0.00%,3.25,00:01:05,0
Heber City,20200710,4,4,4,25.00%,3.75,00:04:23,1
Heber City,20200716,4,2,6,33.33%,5.17,00:01:32,0
Heber City,20200819,4,4,6,0.00%,8.67,00:05:26,1
Heber City,20200830,4,4,4,0.00%,4,00:01:29,0
