# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,
# All Web Site Data,,,,,,,,,,,,,,,,,,,,,
# Flat File Report,,,,,,,,,,,,,,,,,,,,,
# 20200101-20200930,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Hour,Avg. Session Duration,Avg. Time on Page,Avg. Time on Screen,Bounce Rate,Bounces,Exits,Hits,New Users,Number of Sessions per User,Pages / Session,Pageviews,Results Pageviews / Search,Screen Views,Screens / Session,Session Duration,Sessions,Total Unique Searches,Unique Pageviews,Unique Screen Views,Users
20200312,9,00:09:48,00:01:22,00:00:00,50.00%,1,1,15,2,1,7.5,15,0,0,0,00:19:35,2,0,11,0,2
20200803,8,00:09:48,00:02:27,00:00:00,0.00%,0,2,11,2,1,5,10,0,0,0,00:19:35,2,0,8,0,2
20200810,20,00:09:48,00:02:59,00:00:00,33.33%,2,4,22,5,1,3.5,21,0,0,0,00:58:45,6,0,14,0,6
20200614,12,00:09:47,00:00:53,00:00:00,0.00%,0,1,15,1,1,12,12,0,0,0,00:09:47,1,0,8,0,1
20200220,15,00:09:46,00:02:27,00:00:00,0.00%,0,1,5,1,1,5,5,0,0,0,00:09:46,1,0,3,0,1
20200202,8,00:09:46,00:03:55,00:00:00,0.00%,0,2,7,2,1,3.5,7,0,0,0,00:19:31,2,0,4,0,2
20200316,9,00:09:45,00:01:24,00:00:00,0.00%,0,1,8,1,1,8,8,0,0,0,00:09:45,1,0,4,0,1
20200714,19,00:09:43,00:03:53,00:00:00,50.00%,1,2,7,1,1,3.5,7,0,0,0,00:19:26,2,0,7,0,2
20200218,15,00:09:42,00:00:58,00:00:00,0.00%,0,3,39,2,1,11,33,0,0,0,00:29:06,3,0,21,0,3
20200224,14,00:09:39,00:02:02,00:00:00,0.00%,0,4,24,3,1.33,5.75,23,0,0,0,00:38:35,4,0,14,0,3
20200909,11,00:09:38,00:01:56,00:00:00,0.00%,0,2,13,1,1,6,12,0,0,0,00:19:16,2,0,8,0,2
20200925,22,00:09:37,00:01:19,00:00:00,33.33%,1,3,28,2,1,8.33,25,0,0,0,00:28:50,3,0,12,0,3
20200905,13,00:09:36,00:02:06,00:00:00,60.00%,3,3,19,4,1,3.6,18,0,0,0,00:47:58,5,0,13,0,5
20200629,11,00:09:35,00:01:23,00:00:00,12.50%,1,6,64,5,1,7.5,60,0,0,0,01:16:39,8,0,42,0,8
20200123,10,00:09:33,00:03:02,00:00:00,25.00%,1,3,12,4,1,2.75,11,0,0,0,00:38:12,4,0,10,0,4
20200311,19,00:09:30,00:00:54,00:00:00,0.00%,0,6,80,2,2,11.5,69,0,0,0,00:56:59,6,0,46,0,3
20200508,11,00:09:30,00:02:40,00:00:00,0.00%,0,1,7,2,1,3,6,0,0,0,00:18:59,2,0,5,0,2
20200307,12,00:09:27,00:03:09,00:00:00,0.00%,0,2,8,2,1,4,8,0,0,0,00:18:54,2,0,4,0,2
20200127,7,00:09:25,00:02:44,00:00:00,0.00%,0,1,6,2,1,3,6,0,0,0,00:18:49,2,0,4,0,2
20200210,11,00:09:24,00:02:27,00:00:00,25.00%,1,4,36,2,0.8,7,28,0,0,0,00:37:36,4,0,25,0,5
20200427,16,00:09:24,00:09:24,00:00:00,50.00%,1,1,3,2,1,1.5,3,0,0,0,00:18:48,2,0,3,0,2
20200721,14,00:09:23,00:04:26,00:00:00,0.00%,0,2,8,2,1,2.67,8,0,0,0,00:28:09,3,0,8,0,3
20200311,10,00:09:18,00:01:22,00:00:00,14.29%,1,6,53,1,1.4,7,49,0,0,0,01:05:05,7,0,32,0,5
