# ----------------------------------------
# All Web Site Data
# Flat File Report
# 20201001-20210314
# ----------------------------------------

Date,Hour,Avg. Session Duration,Avg. Time on Page,Avg. Time on Screen,Bounce Rate,Bounces,Exits,Hits,New Users,Number of Sessions per User,Pages / Session,Pageviews,Results Pageviews / Search,Screen Views,Screens / Session,Session Duration,Sessions,Total Unique Searches,Unique Pageviews,Unique Screen Views,Users
20201008,15,00:10:20,00:02:35,00:00:00,0.00%,0,4,24,3,1.00,5.00,20,0.00,0,0.00,00:41:20,4,0,12,0,4
20210118,06,00:10:19,00:01:50,00:00:00,40.00%,2,4,35,5,1.00,6.40,32,0.00,0,0.00,00:51:33,5,0,22,0,5
20210124,08,00:10:14,00:00:39,00:00:00,0.00%,0,3,58,1,1.00,16.67,50,0.00,0,0.00,00:30:42,3,0,27,0,3
20201023,14,00:10:12,00:01:51,00:00:00,33.33%,1,4,24,1,0.75,7.33,22,0.00,0,0.00,00:30:37,3,0,15,0,4
20201221,13,00:10:12,00:01:27,00:00:00,50.00%,1,2,18,2,1.00,8.00,16,0.00,0,0.00,00:20:24,2,0,10,0,2
20210119,09,00:10:11,00:01:34,00:00:00,0.00%,0,2,17,2,1.00,7.50,15,0.00,0,0.00,00:20:22,2,0,13,0,2
20210303,17,00:10:09,00:01:34,00:00:00,50.00%,1,2,16,0,1.00,7.50,15,0.00,0,0.00,00:20:17,2,0,9,0,2
20201127,13,00:10:06,00:07:35,00:00:00,33.33%,1,2,6,3,1.00,2.00,6,0.00,0,0.00,00:30:18,3,0,6,0,3
20201128,12,00:10:01,00:00:16,00:00:00,25.00%,1,3,14,4,1.00,3.50,14,0.00,0,0.00,00:40:03,4,0,14,0,4
20210223,16,00:09:56,00:01:32,00:00:00,50.00%,1,2,16,2,1.00,7.50,15,0.00,0,0.00,00:19:52,2,0,14,0,2
20210116,09,00:09:52,00:19:43,00:00:00,50.00%,1,1,2,1,1.00,1.00,2,0.00,0,0.00,00:19:43,2,0,2,0,2
20210218,12,00:09:47,00:01:47,00:00:00,0.00%,0,1,15,1,1.00,6.00,12,0.00,0,0.00,00:19:33,2,0,10,0,2
20210112,11,00:09:45,00:02:10,00:00:00,25.00%,1,4,28,4,1.00,5.50,22,0.00,0,0.00,00:38:59,4,0,19,0,4
