# ----------------------------------------,,,,,,,,
# All Web Site Data,,,,,,,,
# Client_Info,,,,,,,,
# 20200101-20210320,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
City,Date,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Marion,20210111,1,0,1,100.00%,1,00:00:00,0
Marysville,20200119,1,1,1,0.00%,5,00:01:58,0
Mason,20200209,1,1,1,0.00%,14,00:13:44,2
Medina,20200615,1,1,1,0.00%,12,00:05:53,0
Miamitown,20201220,1,1,1,0.00%,2,00:00:16,0
Milford,20200226,1,1,1,100.00%,1,00:00:00,0
Mount Vernon,20210103,1,1,1,100.00%,1,00:00:00,0
North Olmsted,20201115,1,1,1,0.00%,2,00:00:10,0
North Royalton,20200525,1,1,2,0.00%,5.5,00:06:38,0
Olmsted Falls,20210307,1,1,1,0.00%,3,00:00:40,0
Perrysburg,20200116,1,1,1,100.00%,1,00:00:00,0
Pickerington,20210309,1,1,2,50.00%,1.5,00:08:18,0
Sidney,20200927,1,1,1,0.00%,24,00:14:42,0
Springfield,20200726,1,1,2,100.00%,1,00:00:00,0
Stow,20200129,1,1,1,0.00%,3,00:16:58,0
Strongsville,20200526,1,1,1,0.00%,3,00:00:10,0
Strongsville,20200527,1,0,1,0.00%,8,00:02:36,0
Toledo,20210117,1,1,1,0.00%,2,00:00:15,0
Wadsworth,20210308,1,1,1,0.00%,9,00:03:03,0
Westerville,20210219,1,1,1,0.00%,3,00:00:28,0
Wooster,20200201,1,1,1,0.00%,4,00:01:07,0
Broken Bow,20200726,1,1,1,0.00%,3,00:01:16,0
Choctaw,20200508,1,1,1,0.00%,7,00:02:29,0
Choctaw,20200513,1,0,1,100.00%,1,00:00:00,0
Choctaw,20200821,1,1,1,0.00%,3,00:01:19,0
Choctaw,20200916,1,1,1,0.00%,3,00:01:18,0
Collinsville,20200530,1,1,1,100.00%,1,00:00:00,0
Earlsboro,20200613,1,1,1,100.00%,1,00:00:00,0
Edmond,20200613,1,1,1,0.00%,2,00:00:24,0
Edmond,20210119,1,1,1,0.00%,12,00:03:28,0
Harrah,20200916,1,1,1,0.00%,4,00:01:50,0
Jenks,20200716,1,1,1,100.00%,1,00:00:00,0
Newcastle,20200614,1,1,1,100.00%,1,00:00:00,0
Oklahoma City,20200626,1,1,1,0.00%,3,00:00:08,0
Oklahoma City,20200709,1,1,1,0.00%,3,00:00:34,0
Oklahoma City,20200717,1,0,1,100.00%,1,00:00:00,0
Oklahoma City,20200722,1,0,1,100.00%,1,00:00:00,0
Oklahoma City,20200815,1,1,1,0.00%,4,00:00:33,0
Oklahoma City,20201224,1,1,1,100.00%,1,00:00:00,0
Oklahoma City,20201226,1,1,1,100.00%,1,00:00:00,0
Oklahoma City,20201227,1,1,1,0.00%,2,00:00:23,0
Oklahoma City,20210122,1,0,2,0.00%,5,00:00:30,0
Oklahoma City,20210312,1,1,1,0.00%,2,00:00:13,0
Owasso,20201203,1,1,1,0.00%,3,00:01:43,0
Piedmont,20200405,1,1,1,0.00%,2,00:15:52,0
Shawnee,20201120,1,1,1,0.00%,4,00:00:57,0
Stillwater,20200115,1,1,1,0.00%,2,00:00:06,0
Tulsa,20200714,1,1,2,0.00%,3.5,00:02:54,0
Tulsa,20200715,1,0,1,100.00%,1,00:00:00,0
Tulsa,20200717,1,0,1,0.00%,4,00:00:45,0
Tulsa,20200903,1,1,1,0.00%,3,00:00:44,0
Tulsa,20210315,1,1,1,0.00%,7,00:05:17,1
Beaverton,20200504,1,1,1,0.00%,3,00:01:05,0
Beaverton,20200508,1,1,1,0.00%,2,00:01:31,0
Beaverton,20200820,1,1,1,0.00%,5,00:01:43,0
Beaverton,20210201,1,1,1,100.00%,1,00:00:00,0
Bend,20200819,1,1,1,0.00%,4,00:04:36,0
Bend,20200918,1,1,1,0.00%,3,00:17:06,0
Bend,20200924,1,0,1,0.00%,2,00:00:06,0
Boardman,20200103,1,1,1,100.00%,1,00:00:00,0
Boardman,20200130,1,1,1,100.00%,1,00:00:00,0
Boardman,20200204,1,1,1,100.00%,1,00:00:00,0
Boardman,20200207,1,1,1,100.00%,1,00:00:00,0
Boardman,20200311,1,1,1,0.00%,2,00:00:03,0
Boardman,20200410,1,1,1,100.00%,1,00:00:00,0
Boardman,20200414,1,1,1,100.00%,1,00:00:00,0
Boardman,20200506,1,1,1,100.00%,1,00:00:00,0
Boardman,20200609,1,1,1,100.00%,1,00:00:00,0
Boardman,20200709,1,1,1,100.00%,1,00:00:00,0
Boardman,20200727,1,1,1,0.00%,3,00:05:51,0
Boardman,20200817,1,1,1,0.00%,2,00:00:11,0
Boardman,20200819,1,1,1,100.00%,1,00:00:00,0
Boardman,20200829,1,1,1,100.00%,1,00:00:00,0
Boardman,20200906,1,1,1,100.00%,1,00:00:00,0
Boardman,20201007,1,1,1,100.00%,1,00:00:00,0
Boardman,20201106,1,1,1,100.00%,1,00:00:00,0
Boardman,20201111,1,1,1,100.00%,1,00:00:00,0
Boardman,20201116,1,1,1,100.00%,1,00:00:00,0
Boardman,20201129,1,1,1,100.00%,1,00:00:00,0
Boardman,20201203,1,1,1,100.00%,1,00:00:00,0
Boardman,20201221,1,1,1,0.00%,2,00:00:12,0
Boardman,20210109,1,1,1,100.00%,1,00:00:00,0
Boardman,20210113,1,1,1,100.00%,1,00:00:00,0
Boardman,20210116,1,1,1,100.00%,1,00:00:00,0
Boardman,20210208,1,1,1,0.00%,4,00:01:25,0
Boardman,20210212,1,1,1,100.00%,1,00:00:00,0
Boardman,20210225,1,1,1,100.00%,1,00:00:00,0
Boardman,20210305,1,1,1,100.00%,1,00:00:00,0
Boardman,20210313,1,1,1,100.00%,1,00:00:00,0
Burns,20200609,1,1,1,0.00%,3,00:00:36,0
Burns,20200712,1,1,2,0.00%,4,00:01:27,0
Gresham,20210317,1,1,1,0.00%,9,00:05:14,0
Hermiston,20200718,1,1,1,100.00%,1,00:00:00,0
Hillsboro,20200324,1,1,1,100.00%,1,00:00:00,0
Hillsboro,20210314,1,1,1,0.00%,5,00:01:20,0
Lake Oswego,20201013,1,1,1,100.00%,1,00:00:00,0
McMinnville,20200704,1,1,1,100.00%,1,00:00:00,0
Medford,20210215,1,1,1,100.00%,1,00:00:00,0
Medford,20210308,1,1,1,100.00%,1,00:00:00,0
Molalla,20210101,1,1,1,100.00%,1,00:00:00,0
Oregon City,20201103,1,1,1,100.00%,1,00:00:00,0
Portland,20200121,1,1,1,100.00%,1,00:00:00,0
Portland,20200222,1,1,1,0.00%,3,00:00:23,0
Portland,20200714,1,0,1,0.00%,2,00:03:11,0
Portland,20200729,1,1,1,0.00%,4,00:01:11,0
Portland,20201120,1,1,1,0.00%,3,00:00:33,0
Portland,20201202,1,1,1,100.00%,1,00:00:00,0
Portland,20201211,1,1,1,0.00%,2,00:00:17,0
Portland,20201214,1,1,1,100.00%,1,00:00:00,0
Portland,20201229,1,1,1,100.00%,1,00:00:00,0
Portland,20210205,1,1,1,100.00%,1,00:00:00,0
Portland,20210213,1,1,2,50.00%,1.5,00:00:02,0
Redmond,20201206,1,1,1,0.00%,2,00:00:13,0
Salem,20200122,1,0,1,100.00%,1,00:00:00,0
Salem,20200127,1,0,1,0.00%,27,00:12:48,0
Sandy,20201005,1,1,2,50.00%,1.5,00:00:09,0
Sisters,20200627,1,1,1,100.00%,1,00:00:00,0
Troutdale,20200209,1,1,1,100.00%,1,00:00:00,0
Tualatin,20200811,1,1,1,0.00%,2,00:01:04,0
Tualatin,20201118,1,1,1,100.00%,1,00:00:00,0
Vernonia,20200705,1,1,3,0.00%,6,00:01:11,0
West Linn,20200304,1,1,1,100.00%,1,00:00:00,0
West Linn,20200707,1,1,1,0.00%,2,00:00:15,0
West Linn,20200803,1,1,2,50.00%,1.5,00:00:07,0
Wilsonville,20200222,1,0,1,100.00%,1,00:00:00,0
Wilsonville,20201208,1,1,1,100.00%,1,00:00:00,0
Aliquippa,20201213,1,1,1,100.00%,1,00:00:00,0
Aliquippa,20210205,1,1,1,0.00%,8,00:17:45,0
Bethel Park,20200129,1,1,1,0.00%,4,00:01:06,0
Bethel Park,20200301,1,1,1,0.00%,4,00:00:32,0
Bethlehem,20200310,1,1,3,0.00%,7.33,00:02:44,0
Canonsburg,20210102,1,1,1,0.00%,4,00:00:33,0
Carlisle,20200217,1,1,1,100.00%,1,00:00:00,0
Carlisle,20200310,1,0,1,100.00%,1,00:00:00,0
Chambersburg,20210223,1,1,1,100.00%,1,00:00:00,0
Chester Springs,20200205,1,1,1,0.00%,2,00:00:08,0
Cranberry Township,20210220,1,1,1,0.00%,6,00:01:03,0
Cranberry Township,20210221,1,0,1,100.00%,1,00:00:00,0
Devault,20200817,1,1,1,100.00%,1,00:00:00,0
Devault,20210115,1,1,1,0.00%,2,00:00:09,0
Doylestown,20200101,1,1,1,100.00%,1,00:00:00,0
Doylestown,20200106,1,1,1,0.00%,4,00:01:03,0
Doylestown,20200114,1,0,1,100.00%,1,00:00:00,0
Doylestown,20200116,1,0,1,0.00%,13,00:09:51,0
Doylestown,20200128,1,0,1,0.00%,24,00:19:11,0
Doylestown,20200201,1,0,1,0.00%,8,00:11:23,1
Folsom,20200322,1,1,1,100.00%,1,00:00:00,0
Gibsonia,20210201,1,1,1,0.00%,11,00:08:02,1
Greensburg,20200211,1,1,1,0.00%,3,00:01:09,0
Greensburg,20210213,1,1,1,100.00%,1,00:00:00,0
Horsham,20210209,1,1,1,0.00%,2,00:00:07,0
Levittown,20200201,1,1,1,100.00%,1,00:00:00,0
Lewistown,20201011,1,1,1,100.00%,1,00:00:00,0
Mars,20210215,1,1,1,0.00%,3,00:00:34,0
Monroeville,20210206,1,1,1,0.00%,2,00:00:07,0
Montgomeryville,20210203,1,1,1,0.00%,3,00:00:21,0
Mount Pocono,20200813,1,1,1,100.00%,1,00:00:00,0
Murrysville,20200102,1,1,1,0.00%,4,00:17:44,0
Perkasie,20200628,1,1,1,0.00%,20,00:02:13,0
Philadelphia,20200115,1,1,1,0.00%,7,00:00:41,0
Philadelphia,20200116,1,1,2,50.00%,2,00:01:00,0
Philadelphia,20200220,1,1,1,0.00%,3,00:01:37,0
Philadelphia,20200302,1,1,1,0.00%,18,00:08:23,1
Philadelphia,20200617,1,1,1,0.00%,1,00:00:15,0
Philadelphia,20200809,1,1,1,0.00%,3,00:00:21,0
Philadelphia,20201102,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20201112,1,1,1,0.00%,4,00:01:40,0
Philadelphia,20201213,1,1,1,0.00%,3,00:00:19,0
Philadelphia,20210103,1,1,1,0.00%,31,00:44:37,1
Philadelphia,20210108,1,1,1,100.00%,1,00:00:00,0
Philadelphia,20210120,1,1,2,100.00%,1,00:00:00,0
Philadelphia,20210225,1,1,1,0.00%,3,00:00:24,0
Pittsburgh,20200117,1,1,1,0.00%,6,00:03:07,0
Pittsburgh,20200303,1,0,1,0.00%,11,00:09:59,0
Pittsburgh,20200305,1,0,1,0.00%,10,00:06:57,0
Pittsburgh,20200911,1,1,1,0.00%,10,00:01:12,0
Pittsburgh,20201211,1,1,1,0.00%,2,00:00:14,0
Pittsburgh,20210108,1,1,1,0.00%,2,00:00:15,0
Quakertown,20200209,1,1,1,0.00%,8,00:04:47,1
State College,20201021,1,1,1,0.00%,5,00:01:28,0
Tunkhannock,20200622,1,1,1,0.00%,5,00:01:52,0
Warminster,20210209,1,1,1,100.00%,1,00:00:00,0
Wayne,20210218,1,1,1,0.00%,3,00:03:37,0
West Chester,20210110,1,1,1,0.00%,2,00:00:05,0
Wexford,20210122,1,1,1,0.00%,3,00:00:18,0
Wexford,20210223,1,1,1,0.00%,2,00:00:04,0
Barrington,20200217,1,1,1,0.00%,3,00:00:29,0
Bristol,20200110,1,1,1,0.00%,3,00:00:30,0
Coventry,20200109,1,1,1,0.00%,2,00:00:08,0
Newport,20200118,1,1,1,0.00%,2,00:00:06,0
North Kingstown,20200113,1,1,1,100.00%,1,00:00:00,0
Providence,20210221,1,1,1,0.00%,14,00:15:41,1
Woonsocket,20200526,1,1,1,0.00%,5,00:03:26,0
Woonsocket,20210205,1,1,1,0.00%,5,00:21:56,0
Anderson,20200219,1,1,1,100.00%,1,00:00:00,0
Anderson,20210112,1,1,1,0.00%,3,00:01:27,0
Beaufort,20200625,1,1,1,0.00%,2,00:14:04,0
Bluffton,20200213,1,1,1,100.00%,1,00:00:00,0
Charleston,20200108,1,1,1,0.00%,3,00:01:44,0
Charleston,20200110,1,0,1,0.00%,16,00:11:21,0
Charleston,20200117,1,0,1,0.00%,2,00:04:35,0
Charleston,20200119,1,1,1,0.00%,2,00:05:03,0
Charleston,20200206,1,1,1,0.00%,8,00:03:11,1
Charleston,20200225,1,1,1,0.00%,3,00:00:24,0
Charleston,20200613,1,1,1,0.00%,3,00:26:19,0
Charleston,20210112,1,1,1,0.00%,2,00:00:07,0
Clover,20210206,1,1,1,0.00%,3,00:09:59,0
Columbia,20200129,1,1,1,0.00%,12,00:05:46,1
Columbia,20200501,1,0,1,100.00%,1,00:00:00,0
Columbia,20200526,1,1,1,100.00%,1,00:00:00,0
Columbia,20200606,1,1,1,0.00%,2,00:00:17,0
Columbia,20200729,1,1,1,0.00%,3,00:01:10,0
Duncan,20200122,1,1,1,0.00%,2,00:00:04,0
Fort Mill,20200222,1,1,1,0.00%,2,00:00:11,0
Fort Mill,20200807,1,1,2,50.00%,3.5,00:00:10,0
Gaffney,20201222,1,1,1,0.00%,2,00:00:27,0
Goose Creek,20201026,1,1,2,0.00%,5,00:01:37,0
Goose Creek,20201110,1,1,1,0.00%,12,00:11:52,0
Goose Creek,20201112,1,0,1,100.00%,1,00:00:00,0
Goose Creek,20201116,1,0,1,0.00%,8,00:00:55,0
Goose Creek,20201119,1,0,1,0.00%,19,00:03:14,0
Goose Creek,20201120,1,0,1,0.00%,7,00:00:31,0
Goose Creek,20201124,1,0,1,0.00%,6,00:00:19,0
Goose Creek,20201207,1,0,1,0.00%,11,00:00:54,0
Goose Creek,20201208,1,0,1,0.00%,44,01:14:37,4
Goose Creek,20210122,1,0,1,100.00%,1,00:00:00,0
Greenville,20200825,1,1,1,0.00%,2,00:00:02,0
Greenville,20201119,1,1,1,0.00%,5,00:05:23,0
Irmo,20201223,1,1,1,0.00%,2,00:00:17,0
Johns Island,20200707,1,1,1,0.00%,3,00:00:26,0
Johns Island,20200714,1,0,1,100.00%,1,00:00:00,0
Johns Island,20200715,1,0,1,100.00%,1,00:00:00,0
Johns Island,20200720,1,0,1,100.00%,1,00:00:00,0
Laurens,20210217,1,1,1,0.00%,2,00:03:50,0
Lexington,20200702,1,1,1,0.00%,2,00:00:21,0
Lexington,20201019,1,1,2,0.00%,3,00:00:29,0
Mauldin,20201226,1,1,1,0.00%,2,00:00:10,0
Mount Pleasant,20210201,1,1,1,0.00%,3,00:06:15,0
Myrtle Beach,20200623,1,1,1,0.00%,3,00:03:31,0
Myrtle Beach,20210110,1,1,1,0.00%,3,00:04:35,0
North Charleston,20200212,1,1,1,0.00%,3,00:00:23,0
North Charleston,20200911,1,1,1,0.00%,2,00:00:22,0
Rock Hill,20200628,1,1,1,0.00%,3,00:05:19,0
Seneca,20200228,1,1,1,100.00%,1,00:00:00,0
Simpsonville,20200616,1,1,1,0.00%,2,00:00:39,0
Simpsonville,20200714,1,1,1,0.00%,2,00:00:19,0
Simpsonville,20210203,1,1,1,0.00%,2,00:00:16,0
Taylors,20201211,1,1,1,0.00%,2,00:00:17,0
Sioux Falls,20200107,1,1,1,0.00%,5,00:00:31,0
Sioux Falls,20210317,1,1,1,0.00%,2,00:00:14,0
Arlington,20210124,1,1,1,0.00%,2,00:00:15,0
Ashland City,20210201,1,1,1,0.00%,7,00:01:33,0
Brentwood,20210104,1,1,1,0.00%,2,00:00:09,0
Brentwood,20210214,1,1,1,0.00%,12,00:12:55,1
Brentwood,20210218,1,0,1,0.00%,13,00:09:57,1
Brownsville,20200210,1,1,1,0.00%,3,00:00:20,0
Chattanooga,20200704,1,1,1,100.00%,1,00:00:00,0
Chattanooga,20200908,1,1,1,0.00%,2,00:00:13,0
Chattanooga,20210114,1,1,1,0.00%,9,00:01:15,0
Chattanooga,20210309,1,1,1,0.00%,5,00:01:18,0
Clarksville,20201002,1,1,1,0.00%,6,00:05:21,0
Clarksville,20201026,1,1,1,0.00%,5,00:06:09,0
Clarksville,20201207,1,1,1,100.00%,1,00:00:00,0
Collierville,20201117,1,1,1,0.00%,3,00:00:25,0
Columbia,20210220,1,1,1,0.00%,10,00:08:11,0
Cookeville,20201005,1,0,1,0.00%,4,00:10:38,0
Franklin,20200605,1,1,2,0.00%,4.5,00:05:57,0
Franklin,20201123,1,1,1,0.00%,2,00:00:10,0
Franklin,20201220,1,1,1,0.00%,2,00:00:06,0
Franklin,20210225,1,1,1,0.00%,6,00:05:57,1
Gatlinburg,20200810,1,1,1,100.00%,1,00:00:00,0
Jackson,20210124,1,1,1,0.00%,2,00:03:21,0
Jellico,20200617,1,1,2,0.00%,4,00:00:23,0
Knoxville,20201123,1,1,1,100.00%,1,00:00:00,0
Knoxville,20201127,1,1,1,0.00%,2,00:03:59,0
Lebanon,20201227,1,1,1,0.00%,2,00:00:19,0
Lebanon,20201228,1,0,2,100.00%,1,00:00:00,0
Memphis,20200220,1,1,1,0.00%,2,00:00:03,0
Memphis,20200303,1,1,1,0.00%,2,00:00:03,0
Memphis,20200921,1,1,1,100.00%,1,00:00:00,0
Memphis,20200922,1,0,1,0.00%,10,00:14:16,1
Memphis,20200923,1,1,1,100.00%,1,00:00:00,0
Memphis,20201219,1,1,1,0.00%,2,00:00:05,0
Memphis,20210216,1,1,1,0.00%,11,00:04:59,1
Memphis,20210217,1,1,1,100.00%,1,00:00:00,0
Memphis,20210302,1,1,1,0.00%,3,00:00:54,0
Memphis,20210317,1,1,1,0.00%,2,00:00:12,0
Murfreesboro,20200809,1,1,1,0.00%,7,00:00:58,0
Nashville,20200105,1,1,2,0.00%,8,00:07:18,1
Nashville,20200110,1,1,1,0.00%,2,00:00:51,0
Nashville,20200111,1,1,1,0.00%,8,00:09:02,0
Nashville,20200115,1,1,2,0.00%,2,00:00:10,0
Nashville,20200120,1,1,1,0.00%,10,00:07:44,0
Nashville,20200122,1,1,1,0.00%,7,00:00:50,0
Nashville,20200205,1,0,1,0.00%,11,00:24:02,0
Nashville,20200206,1,1,1,0.00%,6,00:00:29,0
Nashville,20200224,1,1,1,0.00%,4,00:00:46,0
Nashville,20200828,1,1,1,100.00%,1,00:00:00,0
Nashville,20200907,1,1,1,100.00%,1,00:00:00,0
Nashville,20201005,1,1,1,100.00%,1,00:00:00,0
Nashville,20201206,1,1,1,0.00%,5,00:14:26,0
Nashville,20201212,1,1,1,0.00%,7,00:08:55,0
Nashville,20201216,1,1,1,100.00%,1,00:00:00,0
Nashville,20201220,1,1,1,0.00%,2,00:00:18,0
Nashville,20201224,1,1,1,0.00%,6,00:01:00,0
Nashville,20201228,1,1,1,100.00%,1,00:00:00,0
Nashville,20210102,1,1,1,0.00%,4,00:00:29,0
Nashville,20210104,1,1,1,0.00%,3,00:00:42,0
Nashville,20210107,1,1,1,0.00%,2,00:00:08,0
Nashville,20210124,1,1,1,0.00%,2,00:02:06,0
Nashville,20210129,1,1,1,0.00%,2,00:00:07,0
Nashville,20210131,1,1,2,0.00%,3,00:00:19,0
Nashville,20210201,1,1,1,0.00%,3,00:00:27,0
Nashville,20210202,1,1,1,0.00%,2,00:00:24,0
Nashville,20210206,1,1,2,0.00%,3.5,00:00:28,0
Nashville,20210209,1,1,1,0.00%,3,00:01:03,0
Nashville,20210212,1,1,1,0.00%,8,00:24:09,0
Nashville,20210218,1,1,1,0.00%,9,00:01:03,0
Oakland,20201123,1,1,1,100.00%,1,00:00:00,0
Signal Mountain,20210119,1,1,1,0.00%,8,00:01:27,0
Signal Mountain,20210120,1,1,1,0.00%,2,00:00:07,0
Signal Mountain,20210121,1,0,1,100.00%,1,00:00:00,0
Signal Mountain,20210202,1,1,1,0.00%,29,00:12:54,3
Smyrna,20200810,1,1,1,100.00%,1,00:00:00,0
Smyrna,20200904,1,1,1,0.00%,2,00:00:41,0
Soddy-Daisy,20200624,1,1,1,100.00%,1,00:00:00,0
Winchester,20210311,1,1,1,0.00%,3,00:00:15,0
Arlington,20200130,1,1,1,100.00%,1,00:00:00,0
Arlington,20210115,1,1,1,0.00%,5,00:00:22,0
Austin,20200104,1,0,1,0.00%,2,00:00:04,0
Austin,20200202,1,1,1,100.00%,1,00:00:00,0
Austin,20200208,1,0,1,0.00%,8,00:06:54,1
Austin,20200215,1,1,1,100.00%,1,00:00:00,0
Austin,20200218,1,1,1,100.00%,1,00:00:00,0
Austin,20200222,1,1,1,0.00%,5,00:00:27,0
Austin,20200311,1,1,1,100.00%,1,00:00:00,0
Austin,20200606,1,1,1,0.00%,4,00:02:18,0
Austin,20200607,1,0,2,0.00%,10.5,00:01:15,0
Austin,20200721,1,1,1,0.00%,6,00:04:11,1
Austin,20200812,1,1,1,0.00%,3,00:01:51,0
Austin,20200927,1,1,1,0.00%,2,00:00:30,0
Austin,20201112,1,1,1,100.00%,1,00:00:00,0
Austin,20201117,1,1,1,0.00%,2,00:00:06,0
Austin,20201122,1,1,1,0.00%,10,00:08:18,0
Austin,20201129,1,1,1,0.00%,20,00:06:32,1
Austin,20201227,1,1,1,0.00%,7,00:02:25,0
Austin,20201229,1,1,3,66.67%,3.33,00:12:38,0
Austin,20201230,1,1,1,0.00%,6,00:02:15,0
Austin,20210117,1,1,1,0.00%,2,00:00:07,0
Austin,20210303,1,1,1,0.00%,23,00:17:03,2
Austin,20210304,1,1,1,100.00%,1,00:00:00,0
Austin,20210314,1,1,1,0.00%,15,00:33:20,1
Baytown,20200123,1,1,1,0.00%,16,00:31:15,0
Baytown,20200124,1,0,1,0.00%,15,00:02:36,0
Baytown,20200130,1,0,1,0.00%,9,00:04:49,0
Baytown,20200207,1,1,1,0.00%,10,00:04:24,0
Boerne,20210228,1,1,1,0.00%,3,00:00:34,0
Buda,20200630,1,1,1,0.00%,2,00:00:11,0
Buda,20200723,1,0,1,100.00%,1,00:00:00,0
Bulverde,20201225,1,1,1,0.00%,10,00:04:25,0
Bulverde,20201226,1,0,1,0.00%,2,00:02:47,1
Bulverde,20201229,1,1,1,100.00%,1,00:00:00,0
Carrollton,20201210,1,1,1,0.00%,17,00:02:55,0
Carrollton,20210201,1,1,2,0.00%,3,00:05:57,0
Carrollton,20210223,1,1,1,100.00%,1,00:00:00,0
Cedar Park,20200115,1,1,1,100.00%,1,00:00:00,0
Cedar Park,20200716,1,1,1,0.00%,4,00:00:32,0
Channelview,20210302,1,1,1,100.00%,1,00:00:00,0
Cibolo,20210224,1,1,1,0.00%,9,00:01:30,0
Cibolo,20210301,1,0,2,0.00%,21.5,00:31:53,2
Cibolo,20210305,1,1,1,100.00%,1,00:00:00,0
Cleburne,20210311,1,1,1,100.00%,1,00:00:00,0
College Station,20200208,1,1,1,0.00%,2,00:00:06,0
College Station,20201206,1,1,1,0.00%,3,00:00:25,0
College Station,20210309,1,0,1,0.00%,16,00:16:41,3
College Station,20210310,1,0,1,100.00%,1,00:00:00,0
College Station,20210311,1,0,1,100.00%,1,00:00:00,0
Conroe,20200118,1,0,1,100.00%,1,00:00:00,0
Conroe,20200312,1,1,1,0.00%,3,00:00:54,0
Conroe,20201028,1,1,1,0.00%,3,00:00:35,0
Conroe,20210208,1,1,1,0.00%,2,00:00:03,0
Conroe,20210209,1,1,1,0.00%,3,00:01:06,0
Conroe,20210223,1,1,1,100.00%,1,00:00:00,0
Cypress,20201006,1,1,1,0.00%,2,00:07:53,0
Cypress,20201127,1,1,1,0.00%,4,00:28:54,0
Cypress,20201202,1,1,1,0.00%,2,00:00:30,0
Cypress,20210112,1,1,1,100.00%,1,00:00:00,0
Cypress,20210303,1,1,1,100.00%,1,00:00:00,0
Dallas,20200101,1,1,1,0.00%,2,00:00:08,0
Dallas,20200105,1,1,1,0.00%,3,00:00:37,0
Dallas,20200115,1,1,1,0.00%,5,00:00:43,0
Dallas,20200118,1,1,1,100.00%,1,00:00:00,0
Dallas,20200119,1,1,1,0.00%,3,00:00:36,0
Dallas,20200122,1,1,2,50.00%,5,00:00:42,0
Dallas,20200123,1,1,1,0.00%,15,00:34:25,1
Dallas,20200124,1,1,1,0.00%,9,00:01:55,0
Dallas,20200129,1,0,1,0.00%,22,00:18:13,0
Dallas,20200203,1,1,1,0.00%,12,00:05:04,0
Dallas,20200205,1,0,2,0.00%,7.5,00:05:43,1
Dallas,20200207,1,1,1,100.00%,1,00:00:00,0
Dallas,20200208,1,1,1,0.00%,3,00:12:35,0
Dallas,20200218,1,0,1,0.00%,4,00:00:11,0
Dallas,20200219,1,0,1,0.00%,8,00:00:47,0
Dallas,20200223,1,1,1,0.00%,27,00:25:45,2
Dallas,20200611,1,1,1,100.00%,1,00:00:00,0
Dallas,20200625,1,1,1,0.00%,4,00:00:25,0
Dallas,20200629,1,1,1,100.00%,1,00:00:00,0
Dallas,20200630,1,1,1,0.00%,4,00:01:00,0
Dallas,20200707,1,1,1,0.00%,2,00:00:20,0
Dallas,20200708,1,1,1,0.00%,5,00:01:27,0
Dallas,20200714,1,1,1,100.00%,1,00:00:00,0
Dallas,20200719,1,1,1,0.00%,5,00:00:56,0
Dallas,20200723,1,1,1,0.00%,14,00:17:09,0
Dallas,20200805,1,1,1,0.00%,3,00:00:12,0
Dallas,20200807,1,1,1,0.00%,5,00:05:55,0
Dallas,20200817,1,1,1,0.00%,2,00:00:25,0
Dallas,20200819,1,0,1,0.00%,2,00:00:15,0
Dallas,20200825,1,1,1,0.00%,6,00:01:26,0
Dallas,20200827,1,0,1,100.00%,1,00:00:00,0
Dallas,20200830,1,1,1,0.00%,5,00:01:51,0
Dallas,20200903,1,1,1,100.00%,1,00:00:00,0
Dallas,20200906,1,1,1,0.00%,3,00:01:00,0
Dallas,20200912,1,1,1,100.00%,1,00:00:00,0
Dallas,20200914,1,1,2,100.00%,1,00:00:00,0
Dallas,20200920,1,1,1,100.00%,1,00:00:00,0
Dallas,20200923,1,1,1,0.00%,2,00:00:05,0
Dallas,20200926,1,1,1,0.00%,3,00:00:37,0
Dallas,20201001,1,1,2,0.00%,8.5,00:04:19,0
Dallas,20201002,1,1,3,0.00%,7.33,00:02:34,1
Dallas,20201007,1,0,1,100.00%,1,00:00:00,0
Dallas,20201011,1,0,1,0.00%,2,00:03:40,0
Dallas,20201012,1,0,1,100.00%,1,00:00:00,0
Dallas,20201023,1,1,1,0.00%,3,00:01:43,0
Dallas,20201104,1,1,1,100.00%,1,00:00:00,0
Dallas,20201106,1,1,1,0.00%,6,00:06:22,0
Dallas,20201123,1,1,2,50.00%,2,00:00:02,0
Dallas,20201203,1,1,1,0.00%,5,00:00:57,0
Dallas,20201214,1,1,1,100.00%,1,00:00:00,0
Dallas,20201216,1,0,1,0.00%,2,00:00:13,0
Dallas,20201222,1,1,1,0.00%,8,00:05:25,0
Dallas,20201225,1,1,1,0.00%,2,00:00:03,0
Dallas,20201228,1,0,1,0.00%,2,00:00:34,0
Dallas,20201230,1,0,2,100.00%,1,00:00:00,0
Dallas,20210101,1,1,1,100.00%,1,00:00:00,0
Dallas,20210104,1,1,1,0.00%,23,00:05:46,0
Dallas,20210105,1,1,2,0.00%,10.5,00:03:52,1
Dallas,20210109,1,1,3,0.00%,2,00:03:26,0
Dallas,20210111,1,0,1,0.00%,11,00:06:37,0
Dallas,20210114,1,1,2,0.00%,6,00:02:20,1
Dallas,20210115,1,1,1,100.00%,1,00:00:00,0
Dallas,20210117,1,1,1,0.00%,10,00:03:49,0
Dallas,20210207,1,1,4,25.00%,11.25,00:07:14,1
