# ----------------------------------------,,,,,,,,
# All Web Site Data,,,,,,,,
# Client_Info,,,,,,,,
# 20200101-20210320,,,,,,,,
# ----------------------------------------,,,,,,,,
,,,,,,,,
Browser,Device Category,Date,Sessions,Avg. Session Duration,Bounce Rate,Users,Pages / Session,Transactions
Chrome,desktop,20200901,13,00:05:31,7.69%,13,4.92,0
Chrome,desktop,20200903,13,00:03:12,38.46%,11,4.23,0
Chrome,desktop,20200908,13,00:02:51,7.69%,11,3.92,0
Chrome,desktop,20200915,13,00:01:38,46.15%,13,3.62,1
Chrome,desktop,20201010,13,00:02:46,30.77%,13,2.62,0
Chrome,desktop,20201116,13,00:01:25,23.08%,12,3.23,0
Chrome,desktop,20201226,13,00:00:41,23.08%,13,2.85,1
Chrome,desktop,20210102,13,00:02:54,30.77%,13,4,0
Chrome,desktop,20210118,13,00:02:38,23.08%,10,3.92,0
Chrome,desktop,20210126,13,00:02:13,38.46%,11,5.46,3
Chrome,desktop,20210313,13,00:03:17,23.08%,11,5.54,2
Chrome,desktop,20210318,13,00:00:59,15.38%,13,3.15,0
Chrome,mobile,20200613,13,00:01:01,23.08%,11,4,0
Chrome,mobile,20200719,13,00:02:32,46.15%,11,2.54,0
Chrome,mobile,20200804,13,00:02:12,38.46%,11,4.15,0
Chrome,mobile,20200917,13,00:04:48,30.77%,10,3.54,0
Safari,mobile,20200106,13,00:02:35,23.08%,10,4.31,2
Safari,mobile,20200131,13,00:03:19,30.77%,12,4.31,1
Safari,mobile,20200229,13,00:01:34,46.15%,10,3.62,0
Safari,mobile,20200306,13,00:00:39,38.46%,8,2.31,0
Safari,mobile,20200313,13,00:00:16,61.54%,10,2.46,0
Safari,mobile,20200525,13,00:01:13,38.46%,10,2.23,1
Safari,mobile,20200606,13,00:01:04,23.08%,9,3.46,1
Safari,mobile,20200818,13,00:05:07,46.15%,12,2,0
Safari,mobile,20200831,13,00:01:36,61.54%,11,2.54,0
Safari,mobile,20200901,13,00:02:11,30.77%,10,3.31,0
Safari,mobile,20201015,13,00:02:47,30.77%,9,5.08,1
Safari,mobile,20201205,13,00:06:47,46.15%,8,8.15,3
Safari,mobile,20201206,13,00:01:50,30.77%,10,3.62,2
Safari,mobile,20201212,13,00:00:59,38.46%,12,2.15,0
Safari,mobile,20210128,13,00:02:38,38.46%,11,3,0
Safari,mobile,20210212,13,00:01:54,30.77%,12,4,0
Safari,mobile,20210228,13,00:00:45,15.38%,13,3.08,0
Safari,mobile,20210312,13,00:01:06,46.15%,11,2.85,0
Chrome,desktop,20200128,12,00:03:14,16.67%,12,4.25,2
Chrome,desktop,20200131,12,00:01:27,41.67%,12,2.75,1
Chrome,desktop,20200305,12,00:03:09,25.00%,9,6.75,0
Chrome,desktop,20200602,12,00:01:22,16.67%,10,2.83,0
Chrome,desktop,20200607,12,00:03:19,16.67%,12,4.67,1
Chrome,desktop,20200612,12,00:00:27,58.33%,12,1.92,0
Chrome,desktop,20200616,12,00:00:55,16.67%,11,3.5,0
Chrome,desktop,20200617,12,00:05:59,33.33%,10,3.33,2
Chrome,desktop,20200618,12,00:01:50,25.00%,12,4.17,0
Chrome,desktop,20200624,12,00:03:20,33.33%,11,4.33,1
Chrome,desktop,20200713,12,00:01:25,33.33%,10,3.08,0
Chrome,desktop,20200814,12,00:02:23,16.67%,11,3.42,0
Chrome,desktop,20200821,12,00:03:00,8.33%,10,4.5,2
Chrome,desktop,20200827,12,00:00:47,33.33%,11,3.58,0
Chrome,desktop,20200905,12,00:03:25,33.33%,11,4.75,0
Chrome,desktop,20201009,12,00:02:51,16.67%,11,4.5,0
Chrome,desktop,20201013,12,00:02:15,16.67%,11,7.42,1
Chrome,desktop,20201014,12,00:03:50,8.33%,11,4.67,1
Chrome,desktop,20201028,12,00:02:02,25.00%,12,4.67,0
Chrome,desktop,20201117,12,00:02:26,25.00%,12,2.75,0
Chrome,desktop,20201127,12,00:04:03,16.67%,12,3.42,0
Chrome,desktop,20201202,12,00:02:28,33.33%,12,2.08,0
Chrome,desktop,20201207,12,00:03:39,25.00%,12,3.17,0
Chrome,desktop,20210107,12,00:00:37,16.67%,10,2.5,0
Chrome,desktop,20210122,12,00:01:09,41.67%,12,3.58,0
Chrome,desktop,20210302,12,00:04:57,25.00%,11,5.17,3
Chrome,desktop,20210303,12,00:02:02,33.33%,11,3.92,2
Chrome,mobile,20200720,12,00:05:12,50.00%,9,3.5,0
Chrome,mobile,20200808,12,00:02:08,8.33%,10,4.17,0
Chrome,mobile,20200827,12,00:02:43,16.67%,9,6.83,1
Chrome,mobile,20200830,12,00:03:18,33.33%,11,4.58,0
Chrome,mobile,20200905,12,00:02:03,25.00%,9,6.75,0
Chrome,mobile,20210221,12,00:02:23,8.33%,10,6.83,0
Firefox,desktop,20201109,12,00:01:48,83.33%,12,1.83,0
Safari,desktop,20201010,12,00:01:35,33.33%,10,2.17,0
Safari,desktop,20201229,12,00:02:55,25.00%,10,4.08,2
Safari,mobile,20200110,12,00:00:29,66.67%,9,1.58,0
Safari,mobile,20200114,12,00:00:37,25.00%,9,2.33,0
Safari,mobile,20200121,12,00:02:21,41.67%,9,4,1
Safari,mobile,20200122,12,00:00:59,25.00%,9,3.58,0
Safari,mobile,20200226,12,00:00:08,66.67%,8,1.58,0
Safari,mobile,20200311,12,00:06:04,8.33%,7,5.17,4
Safari,mobile,20200312,12,00:05:23,33.33%,8,5.75,3
Safari,mobile,20200625,12,00:00:43,8.33%,10,3.92,0
Safari,mobile,20200626,12,00:01:36,33.33%,11,2.42,0
Safari,mobile,20200825,12,00:04:11,33.33%,10,3.5,0
Safari,mobile,20200914,12,00:00:25,33.33%,10,2.17,0
Safari,mobile,20201123,12,00:00:49,33.33%,11,2.83,0
Safari,mobile,20201130,12,00:00:32,41.67%,10,1.92,0
Safari,mobile,20201202,12,00:02:08,25.00%,11,3.42,1
Safari,mobile,20201216,12,00:00:32,33.33%,11,2.33,0
Safari,mobile,20210309,12,00:00:18,41.67%,12,2.08,0
Safari,mobile,20210315,12,00:01:30,25.00%,11,5,0
Chrome,desktop,20200216,11,00:05:29,27.27%,10,7.45,2
Chrome,desktop,20200303,11,00:01:54,36.36%,10,3.82,0
Chrome,desktop,20200311,11,00:09:27,36.36%,11,7,3
Chrome,desktop,20200518,11,00:00:20,63.64%,10,1.73,0
Chrome,desktop,20200603,11,00:02:50,45.45%,10,3.36,0
Chrome,desktop,20200620,11,00:03:10,45.45%,8,3.91,0
Chrome,desktop,20200701,11,00:03:38,9.09%,11,3.36,0
Chrome,desktop,20200714,11,00:00:33,27.27%,11,3.73,0
Chrome,desktop,20200802,11,00:00:30,63.64%,11,1.82,0
Chrome,desktop,20200811,11,00:00:07,36.36%,10,1.82,0
Chrome,desktop,20200813,11,00:01:05,54.55%,10,3,0
Chrome,desktop,20200828,11,00:06:24,0.00%,10,7.82,2
Chrome,desktop,20200831,11,00:02:06,45.45%,10,3.73,0
Chrome,desktop,20200923,11,00:02:22,27.27%,11,3.45,0
Chrome,desktop,20200928,11,00:02:25,36.36%,10,4.91,0
Chrome,desktop,20201022,11,00:02:55,27.27%,10,3.55,1
Chrome,desktop,20201102,11,00:02:15,36.36%,11,2.36,0
Chrome,desktop,20201109,11,00:00:59,45.45%,11,2.91,2
Chrome,desktop,20201213,11,00:01:37,36.36%,11,3,0
Chrome,desktop,20201231,11,00:01:02,45.45%,10,3.64,2
Chrome,desktop,20210119,11,00:02:42,18.18%,11,3.64,0
Chrome,desktop,20210202,11,00:06:02,9.09%,10,5.73,2
Chrome,desktop,20210220,11,00:03:50,27.27%,11,4.73,1
Chrome,desktop,20210305,11,00:02:27,0.00%,9,6,2
Chrome,mobile,20200209,11,00:00:31,45.45%,8,2.64,0
Chrome,mobile,20200614,11,00:00:52,18.18%,8,3.09,0
Chrome,mobile,20200702,11,00:00:28,36.36%,7,2.82,0
Chrome,mobile,20200802,11,00:00:17,72.73%,9,1.45,0
Chrome,mobile,20200815,11,00:00:54,0.00%,9,4.18,0
Chrome,mobile,20200904,11,00:03:50,45.45%,11,2.18,0
Chrome,mobile,20200918,11,00:00:36,36.36%,8,3.73,0
Chrome,mobile,20201011,11,00:05:04,54.55%,8,7,0
Chrome,mobile,20201122,11,00:02:13,27.27%,9,4,0
Chrome,mobile,20201220,11,00:02:35,9.09%,8,7.55,2
Edge,desktop,20210113,11,00:01:21,81.82%,10,1.18,0
Safari,mobile,20200111,11,00:03:29,27.27%,10,3.09,0
Safari,mobile,20200112,11,00:02:23,27.27%,11,2.64,0
Safari,mobile,20200115,11,00:01:59,27.27%,9,3.55,0
Safari,mobile,20200130,11,00:01:15,63.64%,9,3.09,1
Safari,mobile,20200301,11,00:01:17,54.55%,11,2.27,1
Safari,mobile,20200315,11,00:00:32,36.36%,8,2,0
Safari,mobile,20200517,11,00:01:42,18.18%,9,2.45,0
Safari,mobile,20200524,11,00:02:00,54.55%,8,3.09,0
Safari,mobile,20200602,11,00:02:05,36.36%,8,2.73,1
Safari,mobile,20200619,11,00:00:45,27.27%,9,3.55,0
Safari,mobile,20201001,11,00:02:26,9.09%,9,3.36,1
Safari,mobile,20201022,11,00:00:48,63.64%,10,1.82,0
Safari,mobile,20201101,11,00:01:05,27.27%,10,3,0
Safari,mobile,20201120,11,00:01:13,54.55%,10,2.55,0
Safari,mobile,20201128,11,00:04:01,27.27%,9,4.82,1
Safari,mobile,20201129,11,00:04:00,27.27%,10,3.36,1
Safari,mobile,20201210,11,00:05:59,36.36%,8,4.64,2
Safari,mobile,20201211,11,00:00:13,54.55%,9,1.91,0
Safari,mobile,20210314,11,00:07:23,27.27%,11,4.36,1
Safari,mobile,20210317,11,00:01:07,36.36%,10,2.55,1
Chrome,desktop,20200110,10,00:02:48,20.00%,10,3.8,0
Chrome,desktop,20200121,10,00:01:20,50.00%,9,3.6,0
Chrome,desktop,20200217,10,00:05:55,10.00%,10,5.9,2
Chrome,desktop,20200224,10,00:02:41,30.00%,10,3.1,0
Chrome,desktop,20200228,10,00:05:38,20.00%,9,4.5,1
Chrome,desktop,20200301,10,00:04:22,40.00%,9,5,2
Chrome,desktop,20200307,10,00:07:24,10.00%,10,8.6,1
Chrome,desktop,20200309,10,00:04:02,30.00%,10,7.2,1
Chrome,desktop,20200401,10,00:00:00,100.00%,10,1,0
Chrome,desktop,20200615,10,00:00:43,30.00%,10,3,0
Chrome,desktop,20200621,10,00:01:58,40.00%,9,2.5,0
Chrome,desktop,20200628,10,00:05:11,10.00%,10,7,0
Chrome,desktop,20200717,10,00:02:34,30.00%,10,4,0
Chrome,desktop,20200720,10,00:02:17,30.00%,10,3.9,1
Chrome,desktop,20200804,10,00:05:18,10.00%,10,6.3,1
Chrome,desktop,20200808,10,00:01:50,30.00%,10,3.8,2
Chrome,desktop,20200809,10,00:01:38,50.00%,10,2.1,0
Chrome,desktop,20200917,10,00:01:50,40.00%,10,5.3,0
Chrome,desktop,20201026,10,00:01:03,40.00%,9,2.4,0
Chrome,desktop,20201029,10,00:00:29,60.00%,9,1.5,0
Chrome,desktop,20201103,10,00:00:46,30.00%,9,2.3,0
Chrome,desktop,20201105,10,00:01:56,40.00%,8,3,0
Chrome,desktop,20201203,10,00:04:14,20.00%,10,3.3,0
Chrome,desktop,20201214,10,00:01:19,40.00%,10,3.3,0
Chrome,desktop,20201219,10,00:03:09,30.00%,9,3.1,2
Chrome,desktop,20210103,10,00:02:55,10.00%,10,4.1,0
Chrome,desktop,20210111,10,00:02:06,20.00%,9,3.3,0
Chrome,desktop,20210115,10,00:01:03,40.00%,10,2.8,0
Chrome,desktop,20210120,10,00:00:38,30.00%,10,2.7,0
Chrome,desktop,20210130,10,00:00:34,40.00%,10,2.6,0
Chrome,desktop,20210207,10,00:00:58,50.00%,10,3,0
Chrome,desktop,20210214,10,00:04:45,50.00%,10,7,3
Chrome,desktop,20210314,10,00:02:27,40.00%,10,4.8,1
Chrome,mobile,20200120,10,00:01:54,30.00%,7,3.8,0
Chrome,mobile,20200217,10,00:00:27,60.00%,9,1.9,0
Chrome,mobile,20200615,10,00:03:23,0.00%,7,5.8,0
Chrome,mobile,20200626,10,00:01:07,40.00%,7,2.6,0
Chrome,mobile,20200704,10,00:00:55,20.00%,7,4.4,0
Chrome,mobile,20200710,10,00:04:06,30.00%,5,3.9,0
Chrome,mobile,20200724,10,00:00:43,50.00%,9,2.6,0
Chrome,mobile,20200801,10,00:00:33,20.00%,7,3,0
Chrome,mobile,20200822,10,00:00:32,40.00%,9,2.1,0
Chrome,mobile,20200910,10,00:03:55,30.00%,7,5.2,0
Chrome,mobile,20201017,10,00:08:38,10.00%,8,4.6,0
Chrome,mobile,20201019,10,00:00:52,60.00%,8,4,0
Chrome,mobile,20210103,10,00:00:31,30.00%,9,3,0
Chrome,mobile,20210213,10,00:00:40,50.00%,8,2.4,1
Edge,desktop,20200106,10,00:01:40,40.00%,10,2,0
Edge,desktop,20201008,10,00:00:00,100.00%,10,1,0
Firefox,desktop,20210217,10,00:04:44,40.00%,10,3.8,1
Safari,desktop,20200113,10,00:03:22,10.00%,9,7.2,0
Safari,desktop,20200725,10,00:00:39,20.00%,8,3.1,1
Safari,desktop,20210124,10,00:06:31,10.00%,9,7.8,4
Safari,desktop,20210126,10,00:00:11,30.00%,10,1.9,0
Safari,desktop,20210216,10,00:04:52,30.00%,8,4.5,2
Safari,mobile,20200128,10,00:06:01,20.00%,8,3.6,1
Safari,mobile,20200203,10,00:04:02,20.00%,7,2.4,0
Safari,mobile,20200515,10,00:02:03,40.00%,7,2.7,0
Safari,mobile,20200607,10,00:03:55,30.00%,7,4.1,0
Safari,mobile,20200826,10,00:05:34,40.00%,9,4.9,0
Safari,mobile,20200923,10,00:02:51,0.00%,7,4,2
Safari,mobile,20201012,10,00:00:34,30.00%,10,3,0
Safari,mobile,20201225,10,00:01:11,30.00%,9,2.9,0
Safari,mobile,20210203,10,00:00:27,50.00%,9,2.2,0
Safari,mobile,20210204,10,00:01:12,30.00%,9,3.3,0
Safari,mobile,20210209,10,00:01:07,50.00%,9,2.8,1
Safari,mobile,20210319,10,00:01:31,40.00%,9,2.9,1
Chrome,desktop,20200105,9,00:01:13,44.44%,9,2.89,0
Chrome,desktop,20200130,9,00:02:24,33.33%,9,3.33,0
Chrome,desktop,20200221,9,00:10:52,33.33%,7,6.44,1
Chrome,desktop,20200304,9,00:03:46,55.56%,9,8.33,2
Chrome,desktop,20200521,9,00:01:11,55.56%,9,2,0
Chrome,desktop,20200527,9,00:03:44,0.00%,8,5.22,0
Chrome,desktop,20200605,9,00:01:02,44.44%,8,2.89,0
Chrome,desktop,20200611,9,00:01:55,22.22%,9,3.56,0
Chrome,desktop,20200719,9,00:00:57,44.44%,8,2.67,1
Chrome,desktop,20200728,9,00:01:06,11.11%,8,3.78,0
Chrome,desktop,20200916,9,00:03:07,44.44%,8,4.89,1
Chrome,desktop,20200929,9,00:06:02,33.33%,9,5.11,0
Chrome,desktop,20201011,9,00:02:11,33.33%,9,3.11,1
Chrome,desktop,20201021,9,00:00:32,11.11%,7,2.33,0
Chrome,desktop,20201113,9,00:00:48,11.11%,6,3.56,0
Chrome,desktop,20201124,9,00:00:28,33.33%,9,2.78,0
Chrome,desktop,20201130,9,00:02:10,77.78%,9,1.89,0
Chrome,desktop,20201201,9,00:00:45,22.22%,9,3.56,0
Chrome,desktop,20201220,9,00:03:25,11.11%,9,3,0
Chrome,desktop,20201224,9,00:10:32,22.22%,9,7.33,4
Chrome,desktop,20210121,9,00:01:58,11.11%,9,4,0
Chrome,desktop,20210221,9,00:04:23,44.44%,9,6.44,3
Chrome,desktop,20210306,9,00:04:38,22.22%,9,3.78,0
Chrome,desktop,20210312,9,00:06:11,44.44%,9,9.89,7
Chrome,mobile,20200101,9,00:04:39,44.44%,6,2.89,0
Chrome,mobile,20200110,9,00:01:49,44.44%,8,4,0
Chrome,mobile,20200207,9,00:01:26,22.22%,6,3.33,0
Chrome,mobile,20200208,9,00:01:12,22.22%,9,3.11,0
Chrome,mobile,20200223,9,00:00:26,44.44%,5,2.22,0
Chrome,mobile,20200602,9,00:02:31,22.22%,6,4.11,0
Chrome,mobile,20200611,9,00:02:35,11.11%,4,3.89,0
Chrome,mobile,20200617,9,00:03:27,11.11%,8,4.44,0
Chrome,mobile,20200619,9,00:00:45,11.11%,8,3.44,0
Chrome,mobile,20200629,9,00:11:19,11.11%,9,15.67,0
Chrome,mobile,20200703,9,00:00:52,33.33%,9,2.78,0
Chrome,mobile,20200723,9,00:00:15,44.44%,7,2.67,0
Chrome,mobile,20200809,9,00:01:23,33.33%,8,3.11,0
Chrome,mobile,20200814,9,00:01:36,33.33%,9,3.78,0
Chrome,mobile,20200828,9,00:00:50,44.44%,7,3.44,0
Chrome,mobile,20200829,9,00:02:00,33.33%,8,3.67,0
Chrome,mobile,20201004,9,00:00:48,44.44%,6,2.11,0
Chrome,mobile,20201006,9,00:03:49,44.44%,6,2.78,0
Chrome,mobile,20201212,9,00:02:10,44.44%,6,2.67,0
Chrome,mobile,20201228,9,00:00:27,33.33%,9,2.33,0
Chrome,mobile,20201229,9,00:01:22,33.33%,8,2.56,0
Chrome,mobile,20210214,9,00:02:37,33.33%,8,2.67,0
Chrome,mobile,20210216,9,00:01:51,44.44%,7,5.89,0
Chrome,mobile,20210226,9,00:00:49,44.44%,8,6.56,0
Chrome,mobile,20210320,9,00:01:42,33.33%,8,3.89,0
Edge,desktop,20200810,9,00:05:23,22.22%,8,5.56,0
Edge,desktop,20201210,9,00:00:00,100.00%,9,1,0
Firefox,desktop,20200906,9,00:00:07,77.78%,9,1.67,0
Safari,desktop,20200714,9,00:01:10,44.44%,7,3.56,1
Safari,desktop,20201226,9,00:03:14,33.33%,8,5.44,3
Safari,desktop,20201227,9,00:00:22,44.44%,7,2.22,0
Safari,desktop,20210110,9,00:05:13,11.11%,6,5.56,2
Safari,desktop,20210201,9,00:01:19,22.22%,7,2.78,0
Safari,mobile,20200123,9,00:00:42,33.33%,9,2.78,0
Safari,mobile,20200227,9,00:04:48,22.22%,5,4.22,1
Safari,mobile,20200309,9,00:03:03,66.67%,9,2.22,1
Safari,mobile,20200527,9,00:01:22,44.44%,9,3.22,0
Safari,mobile,20200601,9,00:00:13,44.44%,9,2,0
Safari,mobile,20200610,9,00:00:28,33.33%,9,2.11,0
Safari,mobile,20200611,9,00:02:14,33.33%,7,3.33,1
Safari,mobile,20200908,9,00:00:29,66.67%,8,1.67,0
Safari,mobile,20201002,9,00:00:45,44.44%,6,2.33,0
Safari,mobile,20201026,9,00:00:42,22.22%,6,2.11,0
Safari,mobile,20201105,9,00:04:09,33.33%,8,4.33,0
Safari,mobile,20201214,9,00:04:13,33.33%,9,2.67,0
Safari,mobile,20210125,9,00:00:10,44.44%,9,1.56,0
Safari,mobile,20210227,9,00:00:08,44.44%,9,1.89,0
Safari,mobile,20210318,9,00:01:12,44.44%,8,2.33,0
Chrome,desktop,20200103,8,00:04:10,0.00%,8,3.62,0
Chrome,desktop,20200111,8,00:01:27,62.50%,8,3.88,0
Chrome,desktop,20200125,8,00:03:18,12.50%,8,6.62,0
Chrome,desktop,20200126,8,00:02:02,12.50%,8,3.25,1
Chrome,desktop,20200208,8,00:02:07,50.00%,8,2.5,0
Chrome,desktop,20200222,8,00:02:07,37.50%,8,4,2
Chrome,desktop,20200225,8,00:01:08,25.00%,8,5.88,0
Chrome,desktop,20200420,8,<00:00:01,87.50%,8,1.12,0
Chrome,desktop,20200520,8,00:01:52,37.50%,8,2.38,0
Chrome,desktop,20200704,8,00:01:08,37.50%,6,3.25,0
Chrome,desktop,20200718,8,00:02:14,12.50%,8,4.75,0
Chrome,desktop,20200723,8,00:00:51,50.00%,8,2.25,0
Chrome,desktop,20200725,8,00:02:20,25.00%,8,4.12,0
Chrome,desktop,20200726,8,00:05:35,25.00%,8,4.75,1
Chrome,desktop,20200801,8,00:01:19,25.00%,7,3.12,0
Chrome,desktop,20200816,8,00:01:57,50.00%,8,3.75,0
Chrome,desktop,20200824,8,00:02:46,37.50%,8,4,0
Chrome,desktop,20200909,8,00:00:03,75.00%,8,1.25,0
Chrome,desktop,20201004,8,00:07:13,50.00%,7,4,0
Chrome,desktop,20201027,8,00:03:40,50.00%,8,2.75,0
Chrome,desktop,20201111,8,00:01:12,37.50%,8,2,0
Chrome,desktop,20201123,8,00:00:14,62.50%,8,1.75,0
Chrome,desktop,20201129,8,00:01:20,25.00%,8,5,1
Chrome,desktop,20201227,8,00:00:53,12.50%,8,2.62,0
Chrome,desktop,20210101,8,00:00:22,12.50%,8,2.88,0
Chrome,desktop,20210131,8,00:02:02,50.00%,8,2.25,0
Chrome,desktop,20210219,8,00:00:35,50.00%,8,3,0
Chrome,desktop,20210228,8,00:00:22,25.00%,8,2.88,0
Chrome,mobile,20200118,8,00:00:38,37.50%,8,3.12,0
Chrome,mobile,20200220,8,00:00:46,62.50%,6,1.88,0
Chrome,mobile,20200525,8,00:05:40,12.50%,5,8.62,0
Chrome,mobile,20200628,8,00:02:06,25.00%,8,2.38,0
Chrome,mobile,20200701,8,00:00:36,50.00%,6,2.38,0
Chrome,mobile,20200715,8,00:01:35,12.50%,7,5.5,0
Chrome,mobile,20200717,8,00:00:11,75.00%,5,1.75,0
Chrome,mobile,20200727,8,00:01:19,50.00%,7,1.75,0
Chrome,mobile,20200821,8,00:00:41,25.00%,7,3.62,0
Chrome,mobile,20200824,8,00:01:14,25.00%,6,3.88,0
Chrome,mobile,20201005,8,00:01:26,25.00%,8,3.5,0
Chrome,mobile,20201007,8,00:03:10,12.50%,6,5.38,1
Chrome,mobile,20201016,8,00:01:09,37.50%,7,3.38,0
Chrome,mobile,20201226,8,00:00:35,25.00%,8,2.62,0
Chrome,mobile,20210101,8,00:03:01,37.50%,8,3.88,1
Chrome,mobile,20210210,8,00:00:48,37.50%,7,3.25,0
Chrome,mobile,20210212,8,00:00:50,12.50%,8,3.25,0
Chrome,mobile,20210218,8,00:05:08,12.50%,6,5.62,0
Chrome,mobile,20210219,8,00:02:26,50.00%,7,4.25,0
Chrome,mobile,20210304,8,00:02:53,37.50%,7,3.25,1
Chrome,mobile,20210319,8,00:02:28,37.50%,6,8.75,4
Firefox,desktop,20200802,8,00:00:00,100.00%,8,1,0
Firefox,desktop,20210215,8,00:00:05,87.50%,8,1.38,0
Safari,desktop,20200112,8,00:07:11,25.00%,5,4.5,2
Safari,desktop,20200727,8,00:06:25,0.00%,7,4.38,1
Safari,desktop,20200805,8,00:01:50,12.50%,8,4.25,0
Safari,desktop,20201005,8,00:01:27,25.00%,7,2.38,0
Safari,desktop,20201022,8,00:01:47,62.50%,7,4.12,0
Safari,desktop,20210103,8,00:02:48,25.00%,8,3.5,0
Safari,desktop,20210120,8,00:01:32,12.50%,6,4,0
Safari,desktop,20210129,8,00:08:23,0.00%,7,7.88,1
Safari,desktop,20210215,8,00:06:22,25.00%,8,7.88,2
Safari,mobile,20200218,8,00:00:20,50.00%,8,2.5,0
Safari,mobile,20200302,8,00:00:26,25.00%,8,2.88,0
Safari,mobile,20200523,8,00:08:16,37.50%,6,7.88,1
Safari,mobile,20200915,8,00:03:13,12.50%,5,4,0
Safari,mobile,20200916,8,00:02:40,12.50%,7,4.62,1
Safari,mobile,20201006,8,00:00:45,25.00%,8,2.75,0
Safari,mobile,20201014,8,00:01:07,62.50%,8,1.5,0
Safari,mobile,20201024,8,00:05:08,50.00%,7,2.5,0
Safari,mobile,20201106,8,00:01:48,12.50%,8,3.88,0
Safari,mobile,20201111,8,00:00:13,50.00%,6,1.75,0
Safari,mobile,20201122,8,00:01:37,25.00%,8,2.38,0
Safari,mobile,20201208,8,00:01:26,37.50%,8,3.25,0
Safari,mobile,20201224,8,00:03:54,37.50%,7,6.25,3
Safari,mobile,20210119,8,00:01:36,25.00%,7,4.12,0
Safari,mobile,20210304,8,00:01:19,25.00%,7,4,0
Safari (in-app),mobile,20200809,8,00:00:21,37.50%,8,2.62,0
Safari (in-app),mobile,20200819,8,00:00:24,0.00%,3,3.25,0
Chrome,desktop,20200109,7,00:04:42,28.57%,7,9.14,4
Chrome,desktop,20200112,7,00:05:42,28.57%,7,8.43,3
Chrome,desktop,20200214,7,00:01:16,42.86%,7,3.43,0
Chrome,desktop,20200229,7,00:02:51,14.29%,7,4.86,2
Chrome,desktop,20200302,7,00:03:21,42.86%,7,7.29,2
Chrome,desktop,20200316,7,00:03:44,42.86%,6,3.57,0
Chrome,desktop,20200507,7,00:04:14,0.00%,6,8,0
Chrome,desktop,20200626,7,00:01:28,28.57%,7,3.86,0
Chrome,desktop,20200731,7,00:02:39,28.57%,6,5.86,1
Chrome,desktop,20200806,7,00:00:48,14.29%,7,3.14,0
Chrome,desktop,20200926,7,00:03:01,28.57%,7,4,0
Chrome,desktop,20201012,7,00:03:30,42.86%,7,2.14,0
Chrome,desktop,20201030,7,00:02:16,42.86%,6,1.86,0
Chrome,desktop,20201115,7,00:01:04,42.86%,7,3.43,0
Chrome,desktop,20201118,7,00:02:05,57.14%,7,2.43,0
Chrome,desktop,20201120,7,00:03:53,28.57%,6,3.57,0
Chrome,desktop,20201225,7,00:04:50,0.00%,7,7.86,3
Chrome,desktop,20210123,7,00:04:19,14.29%,7,6.86,2
Chrome,desktop,20210124,7,00:00:05,57.14%,7,1.43,0
Chrome,desktop,20210129,7,00:08:25,14.29%,7,6.29,2
Chrome,desktop,20210307,7,00:00:29,42.86%,7,3,0
Chrome,desktop,20210319,7,00:05:11,42.86%,7,6.71,0
Chrome,mobile,20200104,7,00:00:43,57.14%,6,2.57,0
Chrome,mobile,20200114,7,00:01:58,57.14%,5,3.14,1
Chrome,mobile,20200203,7,00:01:08,28.57%,5,3.43,0
Chrome,mobile,20200219,7,00:04:09,28.57%,5,3.57,0
Chrome,mobile,20200221,7,00:00:20,42.86%,5,2.29,0
Chrome,mobile,20200222,7,00:01:02,28.57%,6,3.29,0
Chrome,mobile,20200228,7,00:00:23,57.14%,4,1.86,0
Chrome,mobile,20200308,7,00:02:06,14.29%,7,4,0
Chrome,mobile,20200607,7,00:04:11,42.86%,7,2.57,0
Chrome,mobile,20200616,7,00:00:16,28.57%,7,2.43,0
Chrome,mobile,20200630,7,00:05:12,28.57%,6,5.29,1
Chrome,mobile,20200705,7,00:01:59,42.86%,4,3.57,1
Chrome,mobile,20200806,7,00:11:21,57.14%,4,3.14,0
Chrome,mobile,20200807,7,00:03:57,14.29%,5,5.29,0
Chrome,mobile,20200907,7,00:00:23,28.57%,7,2.43,0
Chrome,mobile,20200919,7,00:01:16,28.57%,7,3.57,0
Chrome,mobile,20201015,7,00:01:55,42.86%,6,2.57,0
Chrome,mobile,20201204,7,00:00:03,71.43%,5,1.29,0
Chrome,mobile,20201219,7,00:00:45,14.29%,6,2.86,0
Chrome,mobile,20201227,7,00:02:49,28.57%,7,3.29,0
Chrome,mobile,20210107,7,00:01:27,28.57%,6,2,0
Chrome,mobile,20210116,7,00:03:48,28.57%,6,2.29,0
Chrome,mobile,20210131,7,00:06:32,0.00%,5,6.57,0
Chrome,mobile,20210202,7,00:00:39,14.29%,6,2.71,0
Chrome,mobile,20210223,7,00:01:39,57.14%,5,5.57,0
Chrome,mobile,20210313,7,00:01:39,57.14%,6,3.57,0
Chrome,mobile,20210315,7,00:02:18,28.57%,7,5,1
Edge,desktop,20200420,7,00:00:00,100.00%,7,1,0
Edge,desktop,20200906,7,00:00:05,85.71%,7,1.43,0
Edge,desktop,20210215,7,00:01:24,57.14%,6,4.71,1
Firefox,desktop,20200420,7,00:00:00,100.00%,7,1,0
Firefox,desktop,20200702,7,00:00:03,85.71%,7,1.14,0
Firefox,desktop,20201210,7,00:01:24,85.71%,7,2,0
Mozilla Compatible Agent,desktop,20200907,7,00:00:00,100.00%,7,1,0
